Temporada,Player,Salario,Salario Ajustado Inflacion,Temporada,Player - Temporada
2021/22,Admiral Schofield,"723,741","836,895",2021,Admiral Schofield - 2021
2021/22,Ishmail Wainright,"707,893","818,569",2021,Ishmail Wainright - 2021
2021/22,Shaun Livingston,"666,666","770,897",2021,Shaun Livingston - 2021
2021/22,Malik Fitts,"630,874","729,508",2021,Malik Fitts - 2021
2021/22,Sam Hauser,"619,498","716,354",2021,Sam Hauser - 2021
2021/22,Greg Monroe,"612,805","708,612",2021,Greg Monroe - 2021
2021/22,Amir Coffey,"573,576","663,253",2021,Amir Coffey - 2021
2021/22,Joe Wieskamp,"563,663","651,790",2021,Joe Wieskamp - 2021
2021/22,Keifer Sykes,"558,345","645,640",2021,Keifer Sykes - 2021
2021/22,Haywood Highsmith,"547,701","633,332",2021,Haywood Highsmith - 2021
2021/22,Nik Stauskas,"534,993","618,637",2021,Nik Stauskas - 2021
2021/22,Davon Reed,"532,398","615,637",2021,Davon Reed - 2021
2021/22,Wenyen Gabriel,"522,015","603,628",2021,Wenyen Gabriel - 2021
2021/22,Skylar Mays,"510,907","590,786",2021,Skylar Mays - 2021
2021/22,Georgios Kalaitzakis,"499,852","578,001",2021,Georgios Kalaitzakis - 2021
2021/22,RJ Nembhard,"491,876","568,779",2021,RJ Nembhard - 2021
2021/22,Chris Silva,"479,650","554,641",2021,Chris Silva - 2021
2021/22,Trent Forrest,"463,211","535,632",2021,Trent Forrest - 2021
2021/22,Kessler Edwards,"463,211","535,632",2021,Kessler Edwards - 2021
2021/22,Cassius Winston,"462,629","534,959",2021,Cassius Winston - 2021
2021/22,Joel Ayayi,"462,629","534,959",2021,Joel Ayayi - 2021
2021/22,Justin Champagnie,"462,629","534,959",2021,Justin Champagnie - 2021
2021/22,David Johnson,"462,629","534,959",2021,David Johnson - 2021
2021/22,Neemias Queta,"462,629","534,959",2021,Neemias Queta - 2021
2021/22,Keljin Blevins,"462,629","534,959",2021,Keljin Blevins - 2021
2021/22,Ignas Brazdeikis,"462,629","534,959",2021,Ignas Brazdeikis - 2021
2021/22,Jericho Sims,"462,629","534,959",2021,Jericho Sims - 2021
2021/22,Nathan Knight,"462,629","534,959",2021,Nathan Knight - 2021
2021/22,McKinley Wright,"462,629","534,959",2021,McKinley Wright - 2021
2021/22,Sandro Mamukelashvili,"462,629","534,959",2021,Sandro Mamukelashvili - 2021
2021/22,Yves Pons,"462,629","534,959",2021,Yves Pons - 2021
2021/22,Jay Scrubb,"462,629","534,959",2021,Jay Scrubb - 2021
2021/22,Chris Chiozza,"462,629","534,959",2021,Chris Chiozza - 2021
2021/22,Sean Chris Smith,"462,629","534,959",2021,Sean Chris Smith - 2021
2021/22,Jamorko Pickett,"462,629","534,959",2021,Jamorko Pickett - 2021
2021/22,Markus Howard,"462,629","534,959",2021,Markus Howard - 2021
2021/22,Tyler Cook,"462,629","534,959",2021,Tyler Cook - 2021
2021/22,Arnoldas Kulboka,"462,629","534,959",2021,Arnoldas Kulboka - 2021
2021/22,Scottie Lewis,"462,629","534,959",2021,Scottie Lewis - 2021
2021/22,David Duke,"462,629","534,959",2021,David Duke - 2021
2021/22,Brodric Thomas,"462,629","534,959",2021,Brodric Thomas - 2021
2021/22,Sharife Cooper,"462,629","534,959",2021,Sharife Cooper - 2021
2021/22,Justin Anderson,"445,828","515,532",2021,Justin Anderson - 2021
2021/22,Theo Pinson,"440,710","509,613",2021,Theo Pinson - 2021
2021/22,Charlie Brown,"431,151","498,559",2021,Charlie Brown - 2021
2021/22,Tim Frazier,"386,127","446,496",2021,Tim Frazier - 2021
2021/22,James Ennis,"386,127","446,496",2021,James Ennis - 2021
2021/22,Langston Galloway,"386,127","446,496",2021,Langston Galloway - 2021
2021/22,Kyle Guy,"383,079","442,972",2021,Kyle Guy - 2021
2021/22,Sam Dekker,"350,000","404,721",2021,Sam Dekker - 2021
2021/22,Quinndary Weatherspoon,"346,491","400,664",2021,Quinndary Weatherspoon - 2021
2021/22,Brandon Goodwin,"343,988","397,769",2021,Brandon Goodwin - 2021
2021/22,Malcolm Hill,"324,373","375,086",2021,Malcolm Hill - 2021
2021/22,Louis King,"316,396","365,863",2021,Louis King - 2021
2021/22,DJ Wilson,"308,493","356,725",2021,DJ Wilson - 2021
2021/22,Shaquille Harrison,"308,493","356,724",2021,Shaquille Harrison - 2021
2021/22,Justin Jackson,"308,493","356,724",2021,Justin Jackson - 2021
2021/22,Jeff Dowtin,"305,761","353,564",2021,Jeff Dowtin - 2021
2021/22,Paul Watson,"303,102","350,491",2021,Paul Watson - 2021
2021/22,Trevelin Queen,"303,102","350,491",2021,Trevelin Queen - 2021
2021/22,Myles Powell,"300,443","347,416",2021,Myles Powell - 2021
2021/22,Jontay Porter,"300,000","346,904",2021,Jontay Porter - 2021
2021/22,Mason Jones,"295,125","341,267",2021,Mason Jones - 2021
2021/22,Eugene Omoruyi,"281,831","325,894",2021,Eugene Omoruyi - 2021
2021/22,Brandon Knight,"274,672","317,616",2021,Brandon Knight - 2021
2021/22,Justin Robinson,"265,953","307,533",2021,Justin Robinson - 2021
2021/22,Ja'Vonte Smart,"265,878","307,447",2021,Ja'Vonte Smart - 2021
2021/22,Mychal Mulder,"257,902","298,223",2021,Mychal Mulder - 2021
2021/22,Tyler Johnson,"257,418","297,664",2021,Tyler Johnson - 2021
2021/22,Zylan Cheatham,"256,734","296,871",2021,Zylan Cheatham - 2021
2021/22,Cassius Stanley,"256,734","296,873",2021,Cassius Stanley - 2021
2021/22,Devon Dotson,"239,291","276,703",2021,Devon Dotson - 2021
2021/22,Marcus Garrett,"236,632","273,628",2021,Marcus Garrett - 2021
2021/22,Lindell Wigginton,"233,973","270,554",2021,Lindell Wigginton - 2021
2021/22,Jay Huff,"225,997","261,331",2021,Jay Huff - 2021
2021/22,Olivier Sarr,"223,339","258,257",2021,Olivier Sarr - 2021
2021/22,Aaron Henry,"223,338","258,256",2021,Aaron Henry - 2021
2021/22,Freddie Gillespie,"221,156","255,732",2021,Freddie Gillespie - 2021
2021/22,JaQuori McLaughlin,"220,679","255,181",2021,JaQuori McLaughlin - 2021
2021/22,Rayjon Tucker,"220,639","255,134",2021,Rayjon Tucker - 2021
2021/22,Petr Cornelie,"218,021","252,108",2021,Petr Cornelie - 2021
2021/22,Tacko Fall,"218,021","252,108",2021,Tacko Fall - 2021
2021/22,Juwan Morgan,"211,046","244,042",2021,Juwan Morgan - 2021
2021/22,Damyean Dotson,"205,662","237,816",2021,Damyean Dotson - 2021
2021/22,Xavier Moon,"202,069","233,661",2021,Xavier Moon - 2021
2021/22,Tyrone Wallace,"198,760","229,835",2021,Tyrone Wallace - 2021
2021/22,Tremont Waters,"191,860","221,856",2021,Tremont Waters - 2021
2021/22,Jaylen Hoard,"191,860","221,856",2021,Jaylen Hoard - 2021
2021/22,Norvel Pelle,"191,860","221,856",2021,Norvel Pelle - 2021
2021/22,Reggie Perry,"188,272","217,706",2021,Reggie Perry - 2021
2021/22,Devin Cannady,"185,578","214,592",2021,Devin Cannady - 2021
2021/22,Brandon Williams,"180,798","209,065",2021,Brandon Williams - 2021
2021/22,DeJon Jarreau,"172,821","199,840",2021,DeJon Jarreau - 2021
2021/22,Moses Wright,"172,821","199,840",2021,Moses Wright - 2021
2021/22,Matt Mooney,"171,156","197,915",2021,Matt Mooney - 2021
2021/22,Dakota Mathias,"171,156","197,915",2021,Dakota Mathias - 2021
2021/22,Daulton Hommes,"167,504","193,692",2021,Daulton Hommes - 2021
2021/22,Grant Riller,"162,186","187,543",2021,Grant Riller - 2021
2021/22,Lindy Waters III,"159,527","184,468",2021,Lindy Waters III - 2021
2021/22,Anthony Tolliver,"151,821","175,557",2021,Anthony Tolliver - 2021
2021/22,Darren Collison,"151,821","175,557",2021,Darren Collison - 2021
2021/22,Ersan Ilyasova,"151,821","175,557",2021,Ersan Ilyasova - 2021
2021/22,Joe Johnson,"151,821","175,557",2021,Joe Johnson - 2021
2021/22,CJ Miles,"151,821","175,557",2021,CJ Miles - 2021
2021/22,Chaundee Brown,"151,552","175,246",2021,Chaundee Brown - 2021
2021/22,Xavier Sneed,"146,233","169,096",2021,Xavier Sneed - 2021
2021/22,Mario Chalmers,"138,019","159,597",2021,Mario Chalmers - 2021
2021/22,Anthony Lamb,"136,095","157,372",2021,Anthony Lamb - 2021
2021/22,Braxton Key,"127,622","147,574",2021,Braxton Key - 2021
2021/22,Troy Williams,"122,741","141,931",2021,Troy Williams - 2021
2021/22,Feron Hunt,"116,987","135,276",2021,Feron Hunt - 2021
2021/22,Mac McClung,"111,670","129,128",2021,Mac McClung - 2021
2021/22,Matt Ryan,"111,669","129,128",2021,Matt Ryan - 2021
2021/22,Emmanuel Mudiay,"111,457","128,883",2021,Emmanuel Mudiay - 2021
2021/22,Paris Bass,"106,352","122,979",2021,Paris Bass - 2021
2021/22,Hassani Gravett,"106,352","122,979",2021,Hassani Gravett - 2021
2021/22,Carlik Jones,"106,352","122,978",2021,Carlik Jones - 2021
2021/22,Cheick Diallo,"102,831","118,908",2021,Cheick Diallo - 2021
2021/22,Jordan Bell,"102,831","118,908",2021,Jordan Bell - 2021
2021/22,DJ Stewart,"101,034","116,830",2021,DJ Stewart - 2021
2021/22,Nate Hinton,"96,213","111,255",2021,Nate Hinton - 2021
2021/22,Jaylen Morris,"95,930","110,928",2021,Jaylen Morris - 2021
2021/22,BJ Johnson,"95,930","110,928",2021,BJ Johnson - 2021
2021/22,Scotty Hopson,"95,930","110,928",2021,Scotty Hopson - 2021
2021/22,Justin James,"95,930","110,928",2021,Justin James - 2021
2021/22,DaQuan Jeffries,"95,930","110,928",2021,DaQuan Jeffries - 2021
2021/22,Derrick Walton,"95,930","110,928",2021,Derrick Walton - 2021
2021/22,Demetrius Jackson,"92,857","107,374",2021,Demetrius Jackson - 2021
2021/22,Emanuel Terry,"85,578","98,957",2021,Emanuel Terry - 2021
2021/22,Jemerrio Jones,"85,578","98,957",2021,Jemerrio Jones - 2021
2021/22,George King,"85,578","98,957",2021,George King - 2021
2021/22,Malik Newman,"85,578","98,957",2021,Malik Newman - 2021
2021/22,Chris Clemons,"85,578","98,957",2021,Chris Clemons - 2021
2021/22,Cameron Oliver,"85,578","98,957",2021,Cameron Oliver - 2021
2021/22,Jared Harper,"85,081","98,383",2021,Jared Harper - 2021
2021/22,Gabriel Lundberg,"79,764","92,234",2021,Gabriel Lundberg - 2021
2021/22,Jaime Echenique,"53,176","61,489",2021,Jaime Echenique - 2021
2021/22,Craig Sword,"53,176","61,489",2021,Craig Sword - 2021
2021/22,Jordan Goodwin,"53,176","61,489",2021,Jordan Goodwin - 2021
2021/22,Jordan Schakel,"53,176","61,489",2021,Jordan Schakel - 2021
2021/22,Ade Murkey,"53,176","61,489",2021,Ade Murkey - 2021
2021/22,Jarron Cumberland,"53,176","61,489",2021,Jarron Cumberland - 2021
2021/22,Cameron McGriff,"53,176","61,489",2021,Cameron McGriff - 2021
2021/22,MJ Walker,"53,176","61,489",2021,MJ Walker - 2021
2021/22,Aleem Ford,"53,176","61,489",2021,Aleem Ford - 2021
2021/22,Rob Edwards,"53,176","61,489",2021,Rob Edwards - 2021
2021/22,Tyler Hall,"53,176","61,489",2021,Tyler Hall - 2021
2021/22,Javin DeLaurier,"53,176","61,489",2021,Javin DeLaurier - 2021
2021/22,Aric Holman,"53,176","61,489",2021,Aric Holman - 2021
2021/22,Jon Teske,"53,176","61,489",2021,Jon Teske - 2021
2021/22,Shaq Buchanan,"53,176","61,489",2021,Shaq Buchanan - 2021
2021/22,Ahmad Caver,"53,176","61,489",2021,Ahmad Caver - 2021
2021/22,Jaysean Paige,"53,176","61,489",2021,Jaysean Paige - 2021
2021/22,Micah Potter,"53,176","61,489",2021,Micah Potter - 2021
2021/22,Trayvon Palmer,"53,176","61,489",2021,Trayvon Palmer - 2021
2021/22,Tre Scott,"53,176","61,489",2021,Tre Scott - 2021
2021/22,Justin Tillman,"53,176","61,489",2021,Justin Tillman - 2021
2021/22,Malik Ellison,"53,176","61,489",2021,Malik Ellison - 2021
2021/22,Anthony Barber,"53,176","61,489",2021,Anthony Barber - 2021
2021/22,Luca Vildoza,"42,789","49,478",2021,Luca Vildoza - 2021
2021/22,Zavier Simpson,"37,223","43,042",2021,Zavier Simpson - 2021
2021/22,Mfiondu Kabengele,"19,186","22,185",2021,Mfiondu Kabengele - 2021
2021/22,Melvin Frazier,"13,294","15,372",2021,Melvin Frazier - 2021
2022/23,Stephen Curry,"48,070,014","50,968,059",2022,Stephen Curry - 2022
2022/23,John Wall,"47,345,760","50,200,141",2022,John Wall - 2022
2022/23,Russell Westbrook,"47,080,179","49,918,548",2022,Russell Westbrook - 2022
2022/23,LeBron James,"44,474,988","47,156,296",2022,LeBron James - 2022
2022/23,Kevin Durant,"44,119,845","46,779,742",2022,Kevin Durant - 2022
2022/23,Bradley Beal,"43,279,250","45,888,469",2022,Bradley Beal - 2022
2022/23,Damian Lillard,"42,492,492","45,054,279",2022,Damian Lillard - 2022
2022/23,Giannis Antetokounmpo,"42,492,492","45,054,279",2022,Giannis Antetokounmpo - 2022
2022/23,Paul George,"42,492,492","45,054,279",2022,Paul George - 2022
2022/23,Kawhi Leonard,"42,492,492","45,054,279",2022,Kawhi Leonard - 2022
2022/23,Klay Thompson,"40,600,080","43,047,777",2022,Klay Thompson - 2022
2022/23,Kyrie Irving,"38,917,057","41,263,288",2022,Kyrie Irving - 2022
2022/23,Rudy Gobert,"38,172,414","40,473,752",2022,Rudy Gobert - 2022
2022/23,Khris Middleton,"37,984,276","40,274,272",2022,Khris Middleton - 2022
2022/23,Anthony Davis,"37,980,720","40,270,501",2022,Anthony Davis - 2022
2022/23,Jimmy Butler,"37,653,300","39,923,342",2022,Jimmy Butler - 2022
2022/23,Tobias Harris,"37,633,050","39,901,871",2022,Tobias Harris - 2022
2022/23,Kemba Walker,"37,281,261","39,528,872",2022,Kemba Walker - 2022
2022/23,Luka Doncic,"37,096,500","39,332,974",2022,Luka Doncic - 2022
2022/23,Zach LaVine,"37,096,500","39,332,974",2022,Zach LaVine - 2022
2022/23,Trae Young,"37,096,500","39,332,974",2022,Trae Young - 2022
2022/23,Pascal Siakam,"35,448,672","37,585,801",2022,Pascal Siakam - 2022
2022/23,Ben Simmons,"35,448,672","37,585,801",2022,Ben Simmons - 2022
2022/23,Myles Turner,"35,096,500","37,212,398",2022,Myles Turner - 2022
2022/23,Jrue Holiday,"34,319,520","36,388,575",2022,Jrue Holiday - 2022
2022/23,Kristaps Porzingis,"33,833,400","35,873,148",2022,Kristaps Porzingis - 2022
2022/23,Devin Booker,"33,833,400","35,873,148",2022,Devin Booker - 2022
2022/23,Karl-Anthony Towns,"33,833,400","35,873,148",2022,Karl-Anthony Towns - 2022
2022/23,Joel Embiid,"33,616,770","35,643,458",2022,Joel Embiid - 2022
2022/23,Andrew Wiggins,"33,616,770","35,643,458",2022,Andrew Wiggins - 2022
2022/23,CJ McCollum,"33,333,333","35,342,933",2022,CJ McCollum - 2022
2022/23,Nikola Jokic,"33,047,803","35,040,189",2022,Nikola Jokic - 2022
2022/23,James Harden,"33,000,000","34,989,504",2022,James Harden - 2022
2022/23,Brandon Ingram,"31,650,600","33,558,751",2022,Brandon Ingram - 2022
2022/23,Jamal Murray,"31,650,600","33,558,751",2022,Jamal Murray - 2022
2022/23,D'Angelo Russell,"31,377,750","33,269,452",2022,D'Angelo Russell - 2022
2022/23,Deandre Ayton,"30,913,750","32,777,478",2022,Deandre Ayton - 2022
2022/23,Shai Gilgeous-Alexander,"30,913,750","32,777,478",2022,Shai Gilgeous-Alexander - 2022
2022/23,Michael Porter,"30,913,750","32,777,478",2022,Michael Porter - 2022
2022/23,Donovan Mitchell,"30,913,750","32,777,478",2022,Donovan Mitchell - 2022
2022/23,Kevin Love,"30,556,968","32,399,186",2022,Kevin Love - 2022
2022/23,De'Aaron Fox,"30,351,780","32,181,628",2022,De'Aaron Fox - 2022
2022/23,Bam Adebayo,"30,351,780","32,181,628",2022,Bam Adebayo - 2022
2022/23,Jayson Tatum,"30,351,780","32,181,628",2022,Jayson Tatum - 2022
2022/23,Gordon Hayward,"30,075,000","31,888,161",2022,Gordon Hayward - 2022
2022/23,Jaylen Brown,"29,776,785","31,571,968",2022,Jaylen Brown - 2022
2022/23,Jaren Jackson Jr,"28,946,605","30,691,738",2022,Jaren Jackson Jr - 2022
2022/23,Chris Paul,"28,400,000","30,112,179",2022,Chris Paul - 2022
2022/23,Kyle Lowry,"28,333,334","30,041,494",2022,Kyle Lowry - 2022
2022/23,Jalen Brunson,"27,733,332","29,405,319",2022,Jalen Brunson - 2022
2022/23,DeMar DeRozan,"27,300,000","28,945,862",2022,DeMar DeRozan - 2022
2022/23,Al Horford,"26,500,000","28,097,632",2022,Al Horford - 2022
2022/23,Draymond Green,"25,806,468","27,362,288",2022,Draymond Green - 2022
2022/23,Julius Randle,"23,760,000","25,192,443",2022,Julius Randle - 2022
2022/23,John Collins,"23,500,000","24,916,768",2022,John Collins - 2022
2022/23,Mike Conley,"22,680,000","24,047,332",2022,Mike Conley - 2022
2022/23,Malcolm Brogdon,"22,600,000","23,962,508",2022,Malcolm Brogdon - 2022
2022/23,Anfernee Simons,"22,321,429","23,667,143",2022,Anfernee Simons - 2022
2022/23,Nikola Vucevic,"22,000,000","23,326,336",2022,Nikola Vucevic - 2022
2022/23,Terry Rozier,"21,486,316","22,781,683",2022,Terry Rozier - 2022
2022/23,Fred VanVleet,"21,250,000","22,531,120",2022,Fred VanVleet - 2022
2022/23,Buddy Hield,"21,177,750","22,454,514",2022,Buddy Hield - 2022
2022/23,Domantas Sabonis,"21,100,000","22,372,076",2022,Domantas Sabonis - 2022
2022/23,Jerami Grant,"20,955,000","22,218,335",2022,Jerami Grant - 2022
2022/23,Aaron Gordon,"20,690,909","21,938,322",2022,Aaron Gordon - 2022
2022/23,Mikal Bridges,"20,100,000","21,311,788",2022,Mikal Bridges - 2022
2022/23,Jarrett Allen,"20,000,000","21,205,760",2022,Jarrett Allen - 2022
2022/23,Nicolas Batum,"19,700,319","20,888,011",2022,Nicolas Batum - 2022
2022/23,Tim Hardaway Jr,"19,602,273","20,784,054",2022,Tim Hardaway Jr - 2022
2022/23,Eric Gordon,"19,568,360","20,748,097",2022,Eric Gordon - 2022
2022/23,Bojan Bogdanovic,"19,550,000","20,728,630",2022,Bojan Bogdanovic - 2022
2022/23,Lonzo Ball,"19,534,884","20,712,603",2022,Lonzo Ball - 2022
2022/23,Spencer Dinwiddie,"19,500,000","20,675,616",2022,Spencer Dinwiddie - 2022
2022/23,Danilo Gallinari,"19,479,000","20,653,350",2022,Danilo Gallinari - 2022
2022/23,Caris LeVert,"18,796,296","19,929,487",2022,Caris LeVert - 2022
2022/23,Joe Harris,"18,642,857","19,766,797",2022,Joe Harris - 2022
2022/23,Harrison Barnes,"18,352,273","19,458,694",2022,Harrison Barnes - 2022
2022/23,Clint Capela,"18,206,896","19,304,553",2022,Clint Capela - 2022
2022/23,Evan Fournier,"18,000,000","19,085,184",2022,Evan Fournier - 2022
2022/23,Bogdan Bogdanovic,"18,000,000","19,085,184",2022,Bogdan Bogdanovic - 2022
2022/23,Steven Adams,"17,926,829","19,007,601",2022,Steven Adams - 2022
2022/23,Jonathan Isaac,"17,400,000","18,449,011",2022,Jonathan Isaac - 2022
2022/23,OG Anunoby,"17,357,143","18,403,570",2022,OG Anunoby - 2022
2022/23,Gary Trent Jr,"17,280,000","18,321,776",2022,Gary Trent Jr - 2022
2022/23,Marcus Smart,"17,207,142","18,244,526",2022,Marcus Smart - 2022
2022/23,Derrick White,"17,142,857","18,176,365",2022,Derrick White - 2022
2022/23,Dejounte Murray,"17,071,120","18,100,303",2022,Dejounte Murray - 2022
2022/23,Mitchell Robinson,"17,045,454","18,073,090",2022,Mitchell Robinson - 2022
2022/23,Duncan Robinson,"16,902,000","17,920,987",2022,Duncan Robinson - 2022
2022/23,Norman Powell,"16,758,621","17,768,964",2022,Norman Powell - 2022
2022/23,Collin Sexton,"16,700,000","17,706,809",2022,Collin Sexton - 2022
2022/23,Markelle Fultz,"16,500,000","17,494,752",2022,Markelle Fultz - 2022
2022/23,Lauri Markkanen,"16,475,454","17,468,726",2022,Lauri Markkanen - 2022
2022/23,Marcus Morris,"16,372,093","17,359,133",2022,Marcus Morris - 2022
2022/23,Davis Bertans,"16,000,000","16,964,608",2022,Davis Bertans - 2022
2022/23,Jusuf Nurkic,"15,625,000","16,567,000",2022,Jusuf Nurkic - 2022
2022/23,Malik Beasley,"15,558,035","16,495,997",2022,Malik Beasley - 2022
2022/23,Luguentz Dort,"15,277,778","16,198,844",2022,Luguentz Dort - 2022
2022/23,Will Barton,"15,059,712","15,967,631",2022,Will Barton - 2022
2022/23,Tyus Jones,"15,000,000","15,904,320",2022,Tyus Jones - 2022
2022/23,Jonas Valanciunas,"14,700,000","15,586,233",2022,Jonas Valanciunas - 2022
2022/23,Derrick Rose,"14,520,730","15,396,155",2022,Derrick Rose - 2022
2022/23,Kevin Huerter,"14,508,929","15,383,643",2022,Kevin Huerter - 2022
2022/23,Christian Wood,"14,317,459","15,180,630",2022,Christian Wood - 2022
2022/23,Wendell Carter,"14,150,000","15,003,075",2022,Wendell Carter - 2022
2022/23,Kentavious Caldwell-Pope,"14,004,703","14,849,018",2022,Kentavious Caldwell-Pope - 2022
2022/23,Brook Lopez,"13,906,976","14,745,399",2022,Brook Lopez - 2022
2022/23,Patrick Beverley,"13,801,614","14,633,685",2022,Patrick Beverley - 2022
2022/23,Doug McDermott,"13,750,000","14,578,960",2022,Doug McDermott - 2022
2022/23,Luke Kennard,"13,745,455","14,574,141",2022,Luke Kennard - 2022
2022/23,Zion Williamson,"13,534,817","14,350,804",2022,Zion Williamson - 2022
2022/23,Jordan Clarkson,"13,340,000","14,144,242",2022,Jordan Clarkson - 2022
2022/23,Kyle Kuzma,"13,000,000","13,783,744",2022,Kyle Kuzma - 2022
2022/23,Gary Harris,"13,000,000","13,783,744",2022,Gary Harris - 2022
2022/23,Josh Hart,"12,960,000","13,741,332",2022,Josh Hart - 2022
2022/23,Dorian Finney-Smith,"12,939,848","13,719,965",2022,Dorian Finney-Smith - 2022
2022/23,Kelly Olynyk,"12,804,878","13,576,858",2022,Kelly Olynyk - 2022
2022/23,Chris Boucher,"12,690,000","13,455,054",2022,Chris Boucher - 2022
2022/23,Kelly Oubre,"12,600,000","13,359,628",2022,Kelly Oubre - 2022
2022/23,Marvin Bagley,"12,500,000","13,253,600",2022,Marvin Bagley - 2022
2022/23,Robert Covington,"12,307,692","13,049,698",2022,Robert Covington - 2022
2022/23,Josh Richardson,"12,196,094","12,931,372",2022,Josh Richardson - 2022
2022/23,Ja Morant,"12,119,440","12,850,096",2022,Ja Morant - 2022
2022/23,Danny Green,"11,710,528","12,416,532",2022,Danny Green - 2022
2022/23,Devonte Graham,"11,550,000","12,246,326",2022,Devonte Graham - 2022
2022/23,Terrence Ross,"11,500,000","12,193,311",2022,Terrence Ross - 2022
2022/23,Reggie Jackson,"11,457,217","12,147,949",2022,Reggie Jackson - 2022
2022/23,Dillon Brooks,"11,400,000","12,087,283",2022,Dillon Brooks - 2022
2022/23,Richaun Holmes,"11,215,260","11,891,405",2022,Richaun Holmes - 2022
2022/23,Dwight Powell,"11,080,125","11,748,123",2022,Dwight Powell - 2022
2022/23,Paolo Banchero,"11,055,120","11,721,611",2022,Paolo Banchero - 2022
2022/23,RJ Barrett,"10,900,634","11,557,811",2022,RJ Barrett - 2022
2022/23,Bobby Portis,"10,843,350","11,497,073",2022,Bobby Portis - 2022
2022/23,DeAndre Jordan,"10,733,758","11,380,873",2022,DeAndre Jordan - 2022
2022/23,Anthony Edwards,"10,733,400","11,380,495",2022,Anthony Edwards - 2022
2022/23,Robert Williams,"10,714,287","11,360,230",2022,Robert Williams - 2022
2022/23,Cade Cunningham,"10,552,800","11,189,007",2022,Cade Cunningham - 2022
2022/23,PJ Tucker,"10,490,000","11,122,421",2022,PJ Tucker - 2022
2022/23,Derrick Favors,"10,350,803","10,974,832",2022,Derrick Favors - 2022
2022/23,Mo Bamba,"10,300,000","10,920,966",2022,Mo Bamba - 2022
2022/23,Talen Horton-Tucker,"10,260,000","10,878,554",2022,Talen Horton-Tucker - 2022
2022/23,Jae Crowder,"10,183,800","10,797,761",2022,Jae Crowder - 2022
2022/23,Ivica Zubac,"10,123,457","10,733,780",2022,Ivica Zubac - 2022
2022/23,Alec Burks,"10,012,800","10,616,451",2022,Alec Burks - 2022
2022/23,Reggie Bullock,"10,012,800","10,616,451",2022,Reggie Bullock - 2022
2022/23,Chet Holmgren,"9,891,240","10,487,563",2022,Chet Holmgren - 2022
2022/23,De'Andre Hunter,"9,835,881","10,428,866",2022,De'Andre Hunter - 2022
2022/23,Larry Nance Jr,"9,672,727","10,255,876",2022,Larry Nance Jr - 2022
2022/23,James Wiseman,"9,603,360","10,182,327",2022,James Wiseman - 2022
2022/23,Landry Shamet,"9,500,000","10,072,736",2022,Landry Shamet - 2022
2022/23,Malik Monk,"9,472,219","10,043,280",2022,Malik Monk - 2022
2022/23,Jalen Green,"9,441,840","10,011,069",2022,Jalen Green - 2022
2022/23,Jakob Poeltl,"9,398,148","9,964,743",2022,Jakob Poeltl - 2022
2022/23,Nerlens Noel,"9,391,069","9,957,237",2022,Nerlens Noel - 2022
2022/23,Nicolas Claxton,"9,350,000","9,913,692",2022,Nicolas Claxton - 2022
2022/23,Dario Saric,"9,240,000","9,797,061",2022,Dario Saric - 2022
2022/23,Royce O'Neale,"9,200,000","9,754,649",2022,Royce O'Neale - 2022
2022/23,Monte Morris,"9,125,000","9,675,128",2022,Monte Morris - 2022
2022/23,Mason Plumlee,"9,080,417","9,627,857",2022,Mason Plumlee - 2022
2022/23,Alex Caruso,"9,030,000","9,574,400",2022,Alex Caruso - 2022
2022/23,Maxi Kleber,"9,000,000","9,542,592",2022,Maxi Kleber - 2022
2022/23,Grayson Allen,"8,925,000","9,463,070",2022,Grayson Allen - 2022
2022/23,Darius Garland,"8,920,794","9,458,610",2022,Darius Garland - 2022
2022/23,Jabari Smith,"8,882,640","9,418,156",2022,Jabari Smith - 2022
2022/23,Isaiah Hartenstein,"8,854,879","9,388,722",2022,Isaiah Hartenstein - 2022
2022/23,Kyle Anderson,"8,780,488","9,309,846",2022,Kyle Anderson - 2022
2022/23,Victor Oladipo,"8,750,000","9,277,520",2022,Victor Oladipo - 2022
2022/23,Daniel Theis,"8,694,369","9,218,535",2022,Daniel Theis - 2022
2022/23,LaMelo Ball,"8,623,920","9,143,838",2022,LaMelo Ball - 2022
2022/23,Seth Curry,"8,496,653","9,008,899",2022,Seth Curry - 2022
2022/23,Evan Mobley,"8,478,720","8,989,885",2022,Evan Mobley - 2022
2022/23,Gary Payton II,"8,300,000","8,800,390",2022,Gary Payton II - 2022
2022/23,Dewayne Dedmon,"8,283,688","8,783,094",2022,Dewayne Dedmon - 2022
2022/23,De'Anthony Melton,"8,250,000","8,747,376",2022,De'Anthony Melton - 2022
2022/23,JaMychal Green,"8,200,000","8,694,360",2022,JaMychal Green - 2022
2022/23,TJ McConnell,"8,100,000","8,588,332",2022,TJ McConnell - 2022
2022/23,Keegan Murray,"8,008,440","8,491,252",2022,Keegan Murray - 2022
2022/23,Thaddeus Young,"8,000,000","8,482,304",2022,Thaddeus Young - 2022
2022/23,Kevon Looney,"8,000,000","8,482,304",2022,Kevon Looney - 2022
2022/23,Delon Wright,"7,804,878","8,275,418",2022,Delon Wright - 2022
2022/23,Patrick Williams,"7,775,400","8,244,163",2022,Patrick Williams - 2022
2022/23,Scottie Barnes,"7,644,600","8,105,477",2022,Scottie Barnes - 2022
