Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,Temporada,id,Player_Temporada,Salario
209,Malik Beasley,23,MIN,SG,14,14,463,16.2,0.591,0.494,0.12,2.0,14.7,8.1,9.8,0.9,0.4,7.9,23.7,0.5,0.2,0.8,0.079,1.7,-2.4,-0.7,0.2,0,beaslma01,2019,1627736,Malik Beasley - 2019,2731713.0
212,Karl-Anthony Towns,24,MIN,C,35,35,1187,26.5,0.642,0.445,0.363,8.1,26.1,16.8,22.8,1.3,2.9,13.2,28.8,3.7,1.3,5.1,0.204,7.0,0.8,7.8,2.9,0,townska01,2019,1626157,Karl-Anthony Towns - 2019,27285000.0
214,Frank Ntilikina,21,NYK,PG,57,26,1187,9.8,0.497,0.411,0.177,2.0,9.1,5.4,20.2,2.2,1.3,16.5,15.4,0.1,0.8,0.9,0.037,-3.6,0.4,-3.2,-0.4,0,ntilila01,2019,1628373,Frank Ntilikina - 2019,4855800.0
220,Kevin Knox,20,NYK,SF,65,4,1166,8.3,0.47,0.496,0.252,2.5,14.7,8.4,7.4,1.0,2.3,9.2,17.8,-0.5,0.7,0.2,0.007,-3.1,-1.1,-4.2,-0.7,0,knoxke01,2019,1628995,Kevin Knox - 2019,4380120.0
225,Darius Bazley,19,OKC,PF,61,9,1130,9.6,0.497,0.445,0.196,3.0,20.5,12.0,5.1,1.0,3.1,11.6,15.1,-0.5,1.5,1.0,0.041,-2.1,0.5,-1.6,0.1,0,bazleda01,2019,1629647,Darius Bazley - 2019,2284800.0
227,Nerlens Noel,25,OKC,C,61,7,1127,20.4,0.711,0.011,0.394,9.2,19.9,14.7,7.6,2.5,6.9,17.3,14.9,2.6,2.3,4.9,0.209,-0.3,3.4,3.1,1.5,0,noelne01,2019,203457,Nerlens Noel - 2019,1882867.0
230,Gorgui Dieng,30,2TM,C,63,17,1096,17.1,0.568,0.418,0.277,8.5,25.8,17.0,9.7,2.2,4.5,12.8,17.6,1.3,1.7,2.9,0.129,-0.2,1.8,1.5,1.0,0,dienggo01,2019,203476,Gorgui Dieng - 2019,16229213.0
230,Gorgui Dieng,30,MIN,C,46,17,778,17.8,0.563,0.433,0.213,9.5,25.8,17.4,11.1,2.2,4.5,12.7,18.4,0.9,1.1,2.1,0.129,0.3,1.5,1.8,0.7,0,dienggo01,2019,203476,Gorgui Dieng - 2019,16229213.0
230,Gorgui Dieng,30,MEM,C,17,0,318,15.5,0.583,0.368,0.483,6.1,26.0,16.2,6.3,2.1,4.7,13.2,15.9,0.3,0.6,0.9,0.13,-1.5,2.5,1.0,0.2,0,dienggo01,2019,203476,Gorgui Dieng - 2019,16229213.0
233,Torrey Craig,29,DEN,SF,58,27,1072,10.8,0.553,0.513,0.134,6.6,13.2,9.9,5.9,1.1,3.1,8.1,12.6,1.1,0.9,2.0,0.091,-2.0,-0.3,-2.3,-0.1,0,craigto01,2019,1628470,Torrey Craig - 2019,2000000.0
235,Mason Plumlee,29,DEN,C,61,1,1057,18.8,0.613,0.017,0.538,10.4,23.2,16.8,20.9,1.5,3.3,18.7,18.0,2.0,1.4,3.4,0.153,0.3,1.7,2.0,1.1,0,plumlma01,2019,203486,Mason Plumlee - 2019,14041096.0
237,Grant Williams,21,BOS,PF,69,5,1043,7.9,0.505,0.455,0.256,6.1,12.1,9.1,8.5,1.4,3.2,17.6,11.6,0.1,1.4,1.6,0.071,-4.1,1.4,-2.7,-0.2,0,willigr01,2019,1629684,Grant Williams - 2019,2379840.0
241,Taj Gibson,34,NYK,C,62,56,1025,16.1,0.61,0.049,0.196,11.2,16.7,13.9,7.6,1.3,2.8,13.1,14.8,1.8,0.8,2.6,0.12,-0.8,-0.3,-1.1,0.2,0,gibsota01,2019,201959,Taj Gibson - 2019,9000000.0
246,Semi Ojeleye,25,BOS,PF,69,6,1011,7.7,0.562,0.648,0.163,2.8,12.5,7.7,4.7,1.0,0.5,8.3,9.7,0.8,1.0,1.9,0.088,-2.1,0.4,-1.7,0.1,0,ojelese01,2019,1628400,Semi Ojeleye - 2019,1618520.0
250,Enes Freedom,27,BOS,C,58,7,983,22.4,0.599,0.02,0.284,18.0,28.9,23.5,8.8,1.1,3.9,12.5,19.4,2.6,1.8,4.4,0.214,1.8,-0.3,1.5,0.9,0,kanteen01,2019,202683,Enes Freedom - 2019,
261,Treveon Graham,26,2TM,SF,55,20,929,6.6,0.456,0.496,0.231,5.7,11.7,8.6,6.6,1.2,0.5,9.8,13.1,-0.2,0.4,0.2,0.009,-4.5,-1.1,-5.6,-0.8,0,grahatr01,2019,1626203,Treveon Graham - 2019,1645357.0
261,Treveon Graham,26,MIN,SF,33,20,663,6.0,0.447,0.474,0.211,4.5,11.7,8.0,6.1,1.2,0.3,9.0,13.1,-0.3,0.3,0.1,0.004,-5.0,-0.8,-5.8,-0.6,0,grahatr01,2019,1626203,Treveon Graham - 2019,1645357.0
261,Treveon Graham,26,ATL,SF,22,0,266,8.0,0.478,0.552,0.284,8.8,11.5,10.1,7.6,1.2,1.3,11.7,13.3,0.0,0.1,0.1,0.022,-3.3,-1.7,-5.0,-0.2,0,grahatr01,2019,1626203,Treveon Graham - 2019,1645357.0
269,Michael Porter Jr.,21,DEN,SF,55,8,903,19.8,0.617,0.384,0.188,8.2,23.9,16.1,7.9,1.5,2.6,10.6,22.3,1.8,1.1,2.9,0.154,2.4,-0.8,1.5,0.8,0,portemi01,2019,1629008,Michael Porter Jr. - 2019,
271,Hamidou Diallo,21,OKC,SF,46,3,896,9.3,0.491,0.193,0.213,5.6,14.7,10.3,5.9,2.0,0.9,13.6,18.4,-0.7,1.1,0.4,0.022,-4.2,0.3,-3.9,-0.4,0,diallha01,2019,1628977,Hamidou Diallo - 2019,1416852.0
280,Abdel Nader,26,OKC,SF,55,6,867,11.3,0.591,0.487,0.251,1.8,10.6,6.4,6.4,1.3,2.0,12.8,17.0,0.5,0.9,1.3,0.074,-1.2,0.2,-1.0,0.2,0,naderab01,2019,1627846,Abdel Nader - 2019,1618520.0
283,Damyean Dotson,25,NYK,SG,48,0,836,10.9,0.527,0.562,0.114,1.2,10.6,5.8,10.0,1.3,0.5,6.5,16.5,0.6,0.4,0.9,0.053,-0.9,-0.5,-1.4,0.1,0,dotsoda01,2019,1628422,Damyean Dotson - 2019,1618520.0
286,Juancho Hernangómez,24,2TM,PF,48,14,833,10.4,0.518,0.522,0.287,5.6,20.5,12.8,6.6,1.1,1.0,10.3,15.7,0.2,0.7,0.9,0.052,-2.2,-1.1,-3.4,-0.3,0,hernaju01,2019,1627823,Juancho Hernangómez - 2019,
286,Juancho Hernangómez,24,DEN,PF,34,0,422,6.9,0.442,0.545,0.227,6.4,18.8,12.6,6.7,0.6,1.1,12.9,14.3,-0.2,0.3,0.1,0.007,-4.0,-1.2,-5.2,-0.3,0,hernaju01,2019,1627823,Juancho Hernangómez - 2019,
286,Juancho Hernangómez,24,MIN,PF,14,14,411,14.1,0.576,0.504,0.336,4.7,22.1,13.1,6.4,1.6,0.8,8.2,17.1,0.5,0.4,0.8,0.098,-0.4,-1.0,-1.5,0.1,0,hernaju01,2019,1627823,Juancho Hernangómez - 2019,
289,Luguentz Dort,20,OKC,SF,36,28,820,7.6,0.506,0.463,0.243,3.3,7.5,5.5,4.6,1.8,0.4,8.4,14.1,0.1,0.8,0.8,0.049,-4.1,0.4,-3.7,-0.4,0,dortlu01,2019,1629652,Luguentz Dort - 2019,155.0
294,Jordan McRae,28,3TM,SG,37,4,784,14.2,0.515,0.344,0.298,2.4,15.4,8.7,17.9,1.3,1.8,9.4,24.4,0.4,0.4,0.7,0.044,0.0,-1.5,-1.5,0.1,0,mcraejo01,2019,203895,Jordan McRae - 2019,1254933.0
294,Jordan McRae,28,WAS,SG,29,4,654,15.2,0.523,0.334,0.262,2.7,15.1,8.7,19.1,1.4,2.0,9.7,24.9,0.4,0.3,0.7,0.051,0.8,-1.2,-0.4,0.3,0,mcraejo01,2019,203895,Jordan McRae - 2019,1254933.0
294,Jordan McRae,28,DEN,SG,4,0,32,16.7,0.58,0.667,0.667,3.5,14.0,8.8,15.6,3.1,2.9,0.0,10.5,0.1,0.0,0.1,0.201,1.1,1.4,2.5,0.0,0,mcraejo01,2019,203895,Jordan McRae - 2019,1254933.0
294,Jordan McRae,28,DET,SG,4,0,98,6.5,0.446,0.372,0.512,0.0,17.6,8.7,10.7,0.0,0.0,8.7,25.7,-0.1,0.0,-0.1,-0.053,-5.6,-4.2,-9.8,-0.2,0,mcraejo01,2019,203895,Jordan McRae - 2019,1254933.0
301,Keita Bates-Diop,24,2TM,SF,44,0,744,12.4,0.539,0.44,0.321,3.5,15.1,9.1,5.8,1.2,2.7,6.0,15.8,0.6,0.6,1.2,0.078,-1.0,-0.4,-1.4,0.1,0,bateske01,2019,1628966,Keita Bates-Diop - 2019,1416852.0
301,Keita Bates-Diop,24,MIN,PF,37,0,646,12.5,0.535,0.456,0.316,3.3,15.1,9.0,6.7,1.2,2.6,5.6,15.8,0.6,0.5,1.0,0.077,-0.8,-0.1,-0.9,0.2,0,bateske01,2019,1628966,Keita Bates-Diop - 2019,1416852.0
301,Keita Bates-Diop,24,DEN,SF,7,0,98,12.1,0.571,0.321,0.357,4.6,14.8,9.7,0.0,1.0,3.8,8.5,15.7,0.1,0.1,0.2,0.084,-2.2,-2.8,-5.0,-0.1,0,bateske01,2019,1628966,Keita Bates-Diop - 2019,1416852.0
309,Reggie Bullock,28,NYK,SG,29,19,684,9.3,0.502,0.496,0.094,2.0,8.8,5.3,8.8,1.8,0.4,7.5,15.6,0.2,0.3,0.5,0.036,-2.8,-0.3,-3.0,-0.2,0,bullore01,2019,203493,Reggie Bullock - 2019,4000000.0
316,Allen Crabbe,27,2TM,SG,37,1,653,6.0,0.47,0.672,0.079,1.8,11.0,6.3,6.8,1.1,0.5,8.5,12.7,-0.2,0.2,-0.1,-0.007,-3.7,-1.5,-5.3,-0.5,0,crabbal01,2019,203459,Allen Crabbe - 2019,
316,Allen Crabbe,27,ATL,SG,28,1,522,7.2,0.482,0.65,0.084,2.0,11.5,6.7,7.3,1.3,0.6,7.5,12.7,-0.1,0.1,0.1,0.009,-3.1,-1.1,-4.1,-0.3,0,crabbal01,2019,203459,Allen Crabbe - 2019,
316,Allen Crabbe,27,MIN,SF,9,0,131,1.1,0.416,0.765,0.059,0.8,9.2,4.8,5.1,0.0,0.0,12.5,12.5,-0.2,0.0,-0.2,-0.068,-6.4,-3.3,-9.7,-0.3,0,crabbal01,2019,203459,Allen Crabbe - 2019,
318,James Johnson,32,2TM,PF,32,1,619,14.8,0.572,0.423,0.223,4.3,16.3,10.3,18.4,1.9,4.6,16.9,19.4,0.3,0.8,1.1,0.089,-1.1,1.2,0.0,0.3,0,johnsja01,2019,201949,James Johnson - 2019,15349400.0
318,James Johnson,32,MIA,PF,18,0,281,11.1,0.547,0.517,0.161,3.3,16.9,10.4,11.1,1.0,4.6,13.9,17.0,0.0,0.4,0.4,0.065,-2.6,0.8,-1.8,0.0,0,johnsja01,2019,201949,James Johnson - 2019,15349400.0
318,James Johnson,32,MIN,C,14,1,338,17.9,0.588,0.359,0.266,5.1,15.9,10.3,24.4,2.6,4.7,18.8,21.4,0.3,0.4,0.8,0.109,0.1,1.5,1.6,0.3,0,johnsja01,2019,201949,James Johnson - 2019,15349400.0
323,Jordan McLaughlin,23,MIN,PG,30,2,590,16.3,0.587,0.427,0.219,1.2,7.8,4.4,31.0,2.7,0.6,13.7,15.8,1.1,0.4,1.6,0.13,0.3,0.0,0.3,0.3,0,mclaujo01,2019,1629162,Jordan McLaughlin - 2019,79.0
325,Mike Muscala,28,OKC,C,47,2,572,12.5,0.569,0.757,0.116,3.2,17.3,10.4,10.1,0.8,1.8,7.9,16.6,0.7,0.6,1.3,0.107,0.1,-0.2,-0.1,0.3,0,muscami01,2019,203488,Mike Muscala - 2019,2028594.0
329,Wayne Ellington,32,NYK,SG,36,1,558,8.5,0.509,0.822,0.075,0.7,12.0,6.2,11.0,1.1,0.7,9.1,15.0,0.2,0.2,0.4,0.035,-1.9,-1.0,-2.9,-0.1,0,ellinwa01,2019,201961,Wayne Ellington - 2019,8000000.0
330,Dennis Smith Jr.,22,NYK,PG,34,3,537,7.4,0.399,0.256,0.251,4.1,11.7,7.7,26.4,2.5,1.4,19.8,23.1,-1.4,0.5,-0.9,-0.079,-5.2,-0.9,-6.1,-0.6,0,smithde03,2019,1628372,Dennis Smith Jr. - 2019,
331,Troy Daniels,28,2TM,SG,47,0,532,8.4,0.518,0.71,0.086,2.5,8.2,5.4,4.3,1.0,0.5,5.9,16.3,0.1,0.5,0.6,0.056,-1.7,-1.2,-2.9,-0.1,0,danietr01,2019,203584,Troy Daniels - 2019,458.0
331,Troy Daniels,28,LAL,SG,41,0,456,9.0,0.527,0.709,0.101,2.9,8.1,5.5,4.1,0.8,0.6,5.2,16.1,0.2,0.4,0.7,0.069,-1.2,-1.1,-2.2,0.0,0,danietr01,2019,203584,Troy Daniels - 2019,458.0
331,Troy Daniels,28,DEN,SG,6,0,76,5.3,0.464,0.714,0.0,0.0,8.8,4.4,5.4,2.0,0.0,9.7,17.7,-0.1,0.1,0.0,-0.025,-4.8,-2.4,-7.2,-0.1,0,danietr01,2019,203584,Troy Daniels - 2019,458.0
338,Jake Layman,25,MIN,SF,23,2,505,10.3,0.544,0.402,0.179,3.4,8.7,6.0,4.4,1.6,1.6,11.1,17.7,0.0,0.3,0.3,0.03,-2.8,-0.9,-3.7,-0.2,0,laymaja01,2019,1627774,Jake Layman - 2019,3581986.0
340,Naz Reid,20,MIN,C,30,11,495,15.3,0.505,0.399,0.218,7.0,19.9,13.2,11.2,1.8,3.7,7.6,24.0,0.2,0.6,0.8,0.074,-1.6,-0.3,-1.9,0.0,0,reidna01,2019,1629675,Naz Reid - 2019,898.0
341,Kelan Martin,24,MIN,SF,31,4,495,9.2,0.506,0.53,0.171,2.5,18.6,10.2,6.8,0.7,1.5,9.3,17.8,-0.1,0.3,0.2,0.023,-3.3,-1.0,-4.3,-0.3,0,martike03,2019,1629103,Kelan Martin - 2019,79.0
350,Javonte Green,26,BOS,SG,48,2,468,13.1,0.564,0.262,0.333,5.6,15.6,10.6,7.7,2.5,1.6,13.7,15.3,0.4,0.8,1.1,0.113,-2.1,1.4,-0.7,0.2,0,greenja02,2019,1629750,Javonte Green - 2019,898.0
361,Jacob Evans,22,2TM,SG,29,1,418,5.5,0.436,0.291,0.216,2.3,8.6,5.3,10.8,1.3,2.6,14.6,17.5,-0.7,0.2,-0.5,-0.056,-5.8,-1.3,-7.1,-0.5,0,evansja02,2019,1628980,Jacob Evans - 2019,1925880.0
361,Jacob Evans,22,GSW,SG,27,1,414,5.6,0.439,0.286,0.218,2.3,8.7,5.4,10.9,1.3,2.6,14.6,17.6,-0.6,0.2,-0.5,-0.054,-5.7,-1.2,-7.0,-0.5,0,evansja02,2019,1628980,Jacob Evans - 2019,1925880.0
361,Jacob Evans,22,MIN,SG,2,0,4,-9.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,-0.263,-10.5,-5.6,-16.1,0.0,0,evansja02,2019,1628980,Jacob Evans - 2019,1925880.0
363,PJ Dozier,23,DEN,SG,29,0,412,11.6,0.495,0.312,0.185,2.7,12.2,7.5,21.6,1.7,1.3,13.7,20.8,0.0,0.4,0.4,0.044,-2.5,-1.2,-3.8,-0.2,0,doziepj01,2019,1628408,PJ Dozier - 2019,183.0
365,Robert Williams,22,BOS,C,29,1,388,23.1,0.728,0.0,0.386,11.2,24.0,17.7,10.1,2.7,8.4,16.9,13.6,1.1,1.0,2.0,0.253,0.8,4.3,5.1,0.7,0,williro04,2019,1629057,Robert Williams - 2019,1937520.0
369,Noah Vonleh,24,2TM,C,36,1,377,15.5,0.622,0.163,0.348,10.1,25.3,17.4,10.7,1.4,1.3,16.5,13.9,0.6,0.4,1.0,0.127,-1.2,0.3,-1.0,0.1,0,vonleno01,2019,203943,Noah Vonleh - 2019,2000000.0
369,Noah Vonleh,24,MIN,C,29,1,347,15.3,0.605,0.163,0.326,10.0,25.9,17.6,10.8,1.5,1.4,16.2,13.9,0.5,0.4,0.9,0.124,-1.5,0.4,-1.0,0.1,0,vonleno01,2019,203943,Noah Vonleh - 2019,2000000.0
369,Noah Vonleh,24,DEN,C,7,0,30,17.6,0.838,0.167,0.667,11.2,18.6,14.9,9.5,0.0,0.0,20.5,14.1,0.1,0.0,0.1,0.166,1.3,-1.9,-0.6,0.0,0,vonleno01,2019,203943,Noah Vonleh - 2019,2000000.0
371,Romeo Langford,20,BOS,SG,32,2,370,5.4,0.434,0.338,0.313,4.4,7.4,5.9,4.5,1.0,2.0,10.8,11.8,-0.2,0.4,0.2,0.025,-4.7,-0.3,-4.9,-0.3,0,langfro01,2019,1629641,Romeo Langford - 2019,3458400.0
377,Deonte Burton,26,OKC,SF,39,0,356,4.3,0.396,0.424,0.112,2.2,15.1,8.8,6.8,1.0,2.4,12.7,18.5,-0.9,0.4,-0.5,-0.067,-6.3,-0.5,-6.8,-0.4,0,burtode02,2019,1629126,Deonte Burton - 2019,1416852.0
380,Carsen Edwards,21,BOS,SG,37,0,351,6.9,0.444,0.594,0.148,1.9,12.4,7.2,9.3,1.7,1.1,9.9,18.4,-0.3,0.4,0.1,0.014,-4.4,-0.2,-4.6,-0.2,0,edwarca01,2019,1629035,Carsen Edwards - 2019,1228026.0
392,Allonzo Trier,24,NYK,SG,24,1,291,14.5,0.62,0.5,0.406,2.1,8.7,5.3,14.8,0.5,1.3,15.0,21.4,0.5,0.1,0.5,0.087,1.0,-1.4,-0.4,0.1,0,trieral01,2019,1629019,Allonzo Trier - 2019,
403,Jordan Bell,25,2TM,C,29,0,256,13.9,0.577,0.179,0.463,12.0,21.8,16.7,8.9,0.5,3.2,20.7,16.4,0.2,0.2,0.4,0.07,-1.4,-1.1,-2.5,0.0,0,belljo01,2019,1628395,Jordan Bell - 2019,250.0
403,Jordan Bell,25,MIN,C,27,0,235,14.1,0.57,0.15,0.483,12.1,23.3,17.5,8.6,0.4,3.5,19.8,15.9,0.2,0.2,0.4,0.072,-1.5,-1.1,-2.6,0.0,0,belljo01,2019,1628395,Jordan Bell - 2019,250.0
403,Jordan Bell,25,MEM,C,2,0,21,12.6,0.635,0.429,0.286,10.2,4.9,7.5,12.9,2.2,0.0,27.6,21.6,0.0,0.0,0.0,0.047,-0.9,-0.8,-1.6,0.0,0,belljo01,2019,1628395,Jordan Bell - 2019,250.0
428,Jaylen Nowell,20,MIN,SG,15,0,151,10.5,0.471,0.491,0.321,2.0,7.3,4.5,17.8,0.9,0.6,4.7,17.3,0.1,0.0,0.2,0.051,-2.9,-0.8,-3.8,-0.1,0,nowelja01,2019,1629669,Jaylen Nowell - 2019,1400000.0
437,Vincent Poirier,26,BOS,C,22,0,130,12.7,0.525,0.056,0.194,10.8,24.4,17.7,8.5,0.7,6.4,17.0,15.4,0.1,0.2,0.3,0.113,-4.8,1.0,-3.8,-0.1,0,poirivi01,2019,1629738,Vincent Poirier - 2019,2505793.0
440,Tremont Waters,22,BOS,PG,11,1,119,4.3,0.381,0.49,0.163,0.0,10.7,5.4,18.3,4.1,1.6,22.2,24.2,-0.5,0.2,-0.3,-0.103,-8.5,1.0,-7.5,-0.2,0,watertr01,2019,1629682,Tremont Waters - 2019,79.0
443,Kadeem Allen,27,NYK,PG,10,0,117,14.0,0.512,0.364,0.25,1.8,6.6,4.1,27.0,2.1,1.6,14.1,20.6,0.1,0.1,0.1,0.053,-0.3,-0.7,-0.9,0.0,0,allenka01,2019,1628443,Kadeem Allen - 2019,
453,Bol Bol,20,DEN,PF,7,0,87,14.4,0.617,0.321,0.357,6.4,18.0,12.2,9.8,1.1,6.4,23.6,21.2,0.0,0.1,0.1,0.063,-2.3,-0.7,-3.0,0.0,0,bolbo01,2019,1629626,Bol Bol - 2019,79.0
455,Andre Roberson,28,OKC,SF,7,0,87,5.4,0.335,0.483,0.069,9.2,24.7,17.1,6.3,0.6,3.0,6.3,16.1,-0.1,0.1,0.0,-0.017,-5.2,-0.2,-5.4,-0.1,0,roberan03,2019,203460,Andre Roberson - 2019,10740740.0
459,Devon Hall,24,OKC,PG,11,0,81,3.1,0.298,0.567,0.267,2.8,6.6,4.8,21.3,2.4,1.1,13.0,20.9,-0.3,0.1,-0.2,-0.116,-6.0,-0.7,-6.7,-0.1,0,hallde01,2019,1628985,Devon Hall - 2019,
469,Tyler Cook,22,2TM,PF,13,0,54,19.4,0.741,0.0,0.667,12.3,16.6,14.4,2.9,2.7,0.0,16.2,14.7,0.2,0.0,0.2,0.182,0.3,-0.5,-0.2,0.0,0,cookty01,2019,1629076,Tyler Cook - 2019,79.0
469,Tyler Cook,22,CLE,PF,11,0,35,23.9,0.752,0.0,0.6,12.6,19.2,15.9,4.5,1.4,0.0,7.3,16.7,0.2,0.0,0.2,0.244,2.9,-0.6,2.3,0.0,0,cookty01,2019,1629076,Tyler Cook - 2019,79.0
469,Tyler Cook,22,DEN,SF,2,0,19,11.3,0.694,0.0,1.0,11.8,11.8,11.8,0.0,5.2,0.0,41.0,11.2,0.0,0.0,0.0,0.069,-4.4,-0.4,-4.8,0.0,0,cookty01,2019,1629076,Tyler Cook - 2019,79.0
471,Ignas Brazdeikis,21,NYK,SF,9,0,53,3.2,0.351,0.409,0.227,3.9,6.2,5.0,10.6,0.0,1.8,7.6,21.0,-0.1,0.0,-0.1,-0.108,-5.1,-3.9,-9.0,-0.1,0,brazdig01,2019,1629649,Ignas Brazdeikis - 2019,898.0
474,Kevin Hervey,23,OKC,PF,10,0,52,5.0,0.315,0.741,0.0,2.2,22.7,12.7,13.9,0.9,1.7,0.0,22.8,-0.2,0.1,-0.1,-0.085,-4.0,-1.1,-5.1,0.0,0,herveke01,2019,1628987,Kevin Hervey - 2019,79.0
483,Jarred Vanderbilt,20,2TM,PF,11,0,46,7.6,0.676,0.125,0.25,7.3,14.5,10.9,5.9,3.2,2.0,44.1,14.9,-0.1,0.1,0.0,-0.026,-6.8,0.5,-6.3,-0.1,0,vandeja01,2019,1629020,Jarred Vanderbilt - 2019,1416852.0
483,Jarred Vanderbilt,20,DEN,PF,9,0,41,7.2,0.714,0.0,0.0,8.2,13.6,10.9,6.6,3.6,2.3,50.0,14.8,-0.1,0.1,0.0,-0.042,-7.3,0.9,-6.4,0.0,0,vandeja01,2019,1629020,Jarred Vanderbilt - 2019,1416852.0
483,Jarred Vanderbilt,20,MIN,PF,2,0,5,11.1,0.532,1.0,2.0,0.0,21.9,10.6,0.0,0.0,0.0,0.0,15.5,0.0,0.0,0.0,0.104,-2.8,-2.8,-5.6,0.0,0,vandeja01,2019,1629020,Jarred Vanderbilt - 2019,1416852.0
485,Vlatko Čančar,22,DEN,PF,14,0,45,11.4,0.507,0.4,0.267,12.5,12.4,12.4,9.1,1.1,2.1,15.2,19.1,0.0,0.0,0.1,0.062,-3.6,-1.2,-4.8,0.0,0,cancavl01,2019,1628427,Vlatko Čančar - 2019,
494,Tacko Fall,24,BOS,C,7,0,33,28.4,0.751,0.0,0.214,3.3,44.9,24.3,5.8,1.5,11.2,16.4,23.7,0.1,0.1,0.2,0.223,0.4,6.0,6.5,0.1,0,fallta01,2019,1629605,Tacko Fall - 2019,79.0
506,Justin Patton,22,OKC,C,5,0,24,4.7,0.45,0.4,0.0,4.7,17.9,11.5,12.6,0.0,0.0,16.7,22.0,-0.1,0.0,0.0,-0.063,-6.8,-3.3,-10.1,0.0,0,pattoju01,2019,1628383,Justin Patton - 2019,483.0
520,Isaiah Roby,21,OKC,PF,3,0,11,-7.7,0.0,0.0,0.0,0.0,19.5,10.0,0.0,0.0,0.0,50.0,8.0,-0.1,0.0,0.0,-0.188,-12.0,-3.4,-15.4,0.0,0,robyis01,2019,1629676,Isaiah Roby - 2019,1500000.0
1,Julius Randle,26,NYK,PF,71,71,2667,19.7,0.567,0.294,0.325,3.5,25.7,14.7,27.2,1.2,0.6,13.8,29.3,3.4,4.3,7.8,0.14,2.9,0.9,3.8,3.9,MVP-8MIP-1ASNBA2,randlju01,2020,203944,Julius Randle - 2020,
2,RJ Barrett,20,NYK,SG,72,72,2511,13.4,0.535,0.292,0.26,3.0,14.8,8.9,13.8,1.1,0.8,10.5,23.4,0.9,3.1,4.1,0.078,-0.9,-0.3,-1.2,0.5,0,barrerj01,2020,1629628,RJ Barrett - 2020,
3,Nikola Jokić,25,DEN,C,72,72,2488,31.3,0.647,0.183,0.305,9.4,26.1,17.8,40.4,1.9,1.9,13.1,29.6,12.2,3.4,15.6,0.301,9.1,3.0,12.1,8.8,MVP-1ASNBA1,jokicni01,2020,203999,Nikola Jokić - 2020,29542010.0
11,Anthony Edwards,19,MIN,SG,72,55,2314,13.9,0.523,0.429,0.225,2.7,13.5,7.9,14.6,1.7,1.3,10.7,27.0,-0.6,1.4,0.8,0.017,-0.4,-1.7,-2.1,-0.1,ROY-2,edwaran01,2020,1630162,Anthony Edwards - 2020,
12,Jayson Tatum,22,BOS,SF,64,64,2290,21.3,0.576,0.368,0.258,2.4,20.7,11.5,20.3,1.6,1.3,10.4,30.8,4.1,2.5,6.5,0.137,4.2,-0.3,3.9,3.4,AS,tatumja01,2020,1628369,Jayson Tatum - 2020,9897120.0
48,Jaylen Brown,24,BOS,SG,58,58,1999,19.9,0.586,0.37,0.225,3.9,15.5,9.7,16.5,1.8,1.5,11.5,29.7,2.8,2.0,4.8,0.115,3.2,-0.7,2.5,2.3,AS,brownja02,2020,1627759,Jaylen Brown - 2020,
58,Reggie Bullock,29,NYK,SF,65,64,1949,11.1,0.606,0.709,0.098,0.9,11.4,6.2,7.4,1.3,0.5,7.1,14.4,2.3,2.3,4.6,0.114,-0.9,0.8,-0.1,0.9,0,bullore01,2020,203493,Reggie Bullock - 2020,4200000.0
63,Michael Porter Jr.,22,DEN,SF,61,54,1912,20.6,0.663,0.468,0.164,5.4,20.9,13.2,5.6,1.0,2.8,8.1,21.7,4.8,2.1,6.9,0.173,4.0,-0.9,3.1,2.5,0,portemi01,2020,1629008,Michael Porter Jr. - 2020,
90,Théo Maledon,19,OKC,PG,65,49,1778,8.2,0.489,0.51,0.22,1.4,11.0,6.2,18.8,1.5,0.5,17.3,19.4,-1.9,1.1,-0.8,-0.021,-4.0,-1.0,-5.0,-1.3,0,maledth01,2020,1630177,Théo Maledon - 2020,
92,Ricky Rubio,30,MIN,PG,68,51,1772,13.5,0.516,0.43,0.301,1.6,12.4,6.8,33.3,2.6,0.2,16.4,16.0,1.9,1.3,3.1,0.085,-1.9,0.0,-1.9,0.0,0,rubiori01,2020,201937,Ricky Rubio - 2020,17000000.0
100,Will Barton,30,DEN,SF,56,52,1736,11.8,0.538,0.423,0.199,2.6,12.2,7.4,14.1,1.4,1.3,12.7,19.0,0.7,1.5,2.2,0.061,-1.0,-0.8,-1.9,0.1,0,bartowi01,2020,203115,Will Barton - 2020,
101,Darius Bazley,20,OKC,PF,55,55,1714,9.7,0.491,0.414,0.258,3.1,21.2,12.0,8.9,0.8,1.3,13.7,22.1,-2.3,1.4,-0.9,-0.026,-3.1,-1.3,-4.4,-1.0,0,bazleda01,2020,1629647,Darius Bazley - 2020,
102,Jamal Murray,23,DEN,PG,48,48,1704,18.3,0.592,0.399,0.193,2.5,10.4,6.5,20.3,1.9,0.7,11.2,24.8,3.1,1.5,4.6,0.129,2.7,-0.7,2.0,1.7,0,murraja01,2020,1627750,Jamal Murray - 2020,27285000.0
