Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,Temporada,id,Player_Temporada,Salario
377,Dennis Smith Jr.,23,NYK,PG,3,0,28,6.8,0.356,0.4,0.6,0.0,7.7,3.9,14.4,5.4,0.0,7.3,21.7,-0.1,0.1,0.0,-0.015,-8.5,4.7,-3.8,0.0,0,smithde03,2020,1628372,Dennis Smith Jr. - 2020,
377,Dennis Smith Jr.,23,DET,PG,20,9,392,14.1,0.504,0.4,0.148,3.4,11.8,7.5,28.8,2.5,3.1,14.8,18.8,0.1,0.5,0.6,0.076,-0.6,1.3,0.7,0.3,0,smithde03,2020,1628372,Dennis Smith Jr. - 2020,
380,Zeke Nnaji,20,DEN,PF,42,1,397,11.3,0.615,0.567,0.144,4.0,14.5,9.3,3.3,1.0,1.0,6.0,12.9,0.6,0.3,0.9,0.104,-0.6,-1.1,-1.7,0.0,0,nnajize01,2020,1630192,Zeke Nnaji - 2020,2379840.0
390,Luke Kornet,25,2TM,C,31,2,348,13.3,0.511,0.584,0.059,4.4,17.0,10.7,9.5,0.6,8.5,6.3,13.7,0.2,0.5,0.7,0.095,-0.8,1.6,0.8,0.3,0,kornelu01,2020,1628436,Luke Kornet - 2020,
390,Luke Kornet,25,CHI,C,13,0,94,9.8,0.452,0.852,0.148,1.2,16.3,8.8,5.5,1.0,6.5,3.4,13.7,0.0,0.1,0.1,0.047,-0.7,1.2,0.5,0.1,0,kornelu01,2020,1628436,Luke Kornet - 2020,
390,Luke Kornet,25,BOS,C,18,2,254,14.5,0.534,0.486,0.027,5.7,17.2,11.4,10.9,0.4,9.2,7.4,13.7,0.3,0.3,0.6,0.113,-0.8,1.8,0.9,0.2,0,kornelu01,2020,1628436,Luke Kornet - 2020,
393,Josh Hall,20,OKC,SF,21,1,336,1.0,0.363,0.374,0.444,1.8,16.6,9.1,11.6,0.6,0.3,17.4,18.1,-1.1,0.2,-0.9,-0.126,-9.7,-2.2,-11.9,-0.8,0,halljo01,2020,1630221,Josh Hall - 2020,449.0
395,Shaquille Harrison,27,2TM,SG,34,0,333,6.8,0.416,0.205,0.282,2.4,13.7,8.1,9.5,2.5,1.5,11.1,12.9,-0.2,0.4,0.2,0.03,-5.5,1.5,-4.1,-0.2,0,harrish01,2020,1627885,Shaquille Harrison - 2020,915.0
395,Shaquille Harrison,27,UTA,SG,17,0,56,6.5,0.375,0.1,0.3,5.9,10.9,8.5,21.5,1.7,0.0,18.1,21.3,-0.1,0.1,0.0,-0.033,-6.4,-0.3,-6.7,-0.1,0,harrish01,2020,1627885,Shaquille Harrison - 2020,915.0
395,Shaquille Harrison,27,DEN,SG,17,0,277,6.9,0.431,0.241,0.276,1.6,14.3,8.0,7.1,2.7,1.8,8.4,11.2,-0.1,0.4,0.2,0.042,-5.4,1.8,-3.6,-0.1,0,harrish01,2020,1627885,Shaquille Harrison - 2020,915.0
398,Frank Ntilikina,22,NYK,PG,33,4,322,7.7,0.512,0.608,0.228,2.0,8.3,5.2,8.1,2.8,1.2,11.2,13.6,0.0,0.5,0.5,0.07,-4.2,2.5,-1.7,0.0,0,ntilila01,2020,1628373,Frank Ntilikina - 2020,6176578.0
399,Jaylen Hoard,21,OKC,SF,19,0,320,13.4,0.547,0.125,0.466,6.7,14.5,10.6,11.2,1.9,1.4,13.8,16.3,0.2,0.3,0.5,0.07,-2.2,-0.3,-2.5,0.0,0,hoardja01,2020,1629658,Jaylen Hoard - 2020,
405,Ed Davis,31,MIN,C,23,7,299,13.1,0.487,0.0,0.273,16.1,26.0,20.8,9.0,2.1,3.8,12.4,7.9,0.5,0.4,0.8,0.135,-3.3,1.1,-2.2,0.0,0,davised01,2020,202334,Ed Davis - 2020,5005350.0
407,Romeo Langford,21,BOS,SG,18,4,283,5.1,0.436,0.305,0.203,4.7,9.1,6.9,5.9,1.0,1.7,13.5,11.3,-0.2,0.2,0.0,0.003,-4.9,0.2,-4.6,-0.2,0,langfro01,2020,1629641,Romeo Langford - 2020,3631200.0
408,Vlatko Čančar,23,DEN,PF,41,1,281,9.7,0.547,0.458,0.181,4.5,15.7,10.1,6.4,1.9,0.7,15.3,14.2,0.0,0.3,0.3,0.053,-2.6,0.0,-2.6,0.0,0,cancavl01,2020,1628427,Vlatko Čančar - 2020,
411,Carsen Edwards,22,BOS,SG,31,1,276,10.2,0.527,0.568,0.117,1.2,9.4,5.2,7.4,1.2,0.3,5.7,19.3,0.1,0.2,0.3,0.051,-3.2,-1.3,-4.5,-0.2,0,edwarca01,2020,1629035,Carsen Edwards - 2020,1517981.0
419,Ignas Brazdeikis,22,3TM,SF,13,0,249,9.5,0.51,0.337,0.169,4.5,14.7,9.4,10.5,0.8,1.1,11.9,17.6,-0.1,0.1,0.1,0.016,-3.2,-2.1,-5.3,-0.2,0,brazdig01,2020,1629649,Ignas Brazdeikis - 2020,1686315.0
419,Ignas Brazdeikis,22,NYK,SF,4,0,7,11.2,0.532,0.0,2.0,15.7,15.3,15.5,17.5,0.0,0.0,34.7,18.3,0.0,0.0,0.0,0.039,-2.9,-1.2,-4.1,0.0,0,brazdig01,2020,1629649,Ignas Brazdeikis - 2020,1686315.0
419,Ignas Brazdeikis,22,PHI,SF,1,0,8,-12.0,0.0,0.333,0.0,0.0,27.0,13.8,0.0,0.0,0.0,0.0,16.1,-0.1,0.0,-0.1,-0.33,-15.2,-6.2,-21.4,0.0,0,brazdig01,2020,1629649,Ignas Brazdeikis - 2020,1686315.0
419,Ignas Brazdeikis,22,ORL,SF,8,0,234,10.2,0.528,0.342,0.152,4.3,14.2,9.1,10.6,0.8,1.2,11.5,17.6,0.0,0.1,0.1,0.027,-2.8,-2.0,-4.8,-0.2,0,brazdig01,2020,1629649,Ignas Brazdeikis - 2020,1686315.0
423,Tremont Waters,23,BOS,PG,26,3,238,14.6,0.541,0.452,0.202,2.3,7.5,4.9,36.4,3.1,0.4,22.8,21.4,0.2,0.2,0.4,0.08,0.4,-0.1,0.3,0.1,0,watertr01,2020,1629682,Tremont Waters - 2020,
433,Gabriel Deck,25,OKC,PF,10,0,212,16.1,0.548,0.224,0.328,7.8,11.9,9.8,17.3,1.8,0.0,7.3,16.6,0.4,0.1,0.5,0.12,0.0,-0.4,-0.4,0.1,0,deckga01,2020,1630466,Gabriel Deck - 2020,3870370.0
436,Markus Howard,21,DEN,SG,37,1,205,6.4,0.477,0.613,0.085,0.6,11.0,5.8,12.6,1.0,0.5,14.1,27.2,-0.4,0.1,-0.3,-0.068,-5.5,-3.2,-8.7,-0.3,0,howarma02,2020,1630210,Markus Howard - 2020,535.0
437,Darius Miller,30,OKC,SF,18,0,197,15.9,0.685,0.875,0.25,1.0,11.8,6.3,15.4,3.1,2.3,13.1,13.2,0.4,0.2,0.6,0.156,0.8,2.7,3.6,0.3,0,milleda01,2020,203121,Darius Miller - 2020,
446,Jabari Parker,25,2TM,PF,13,0,165,14.7,0.593,0.2,0.236,6.7,21.8,14.2,9.9,0.3,2.8,14.1,18.5,0.2,0.1,0.3,0.089,-0.9,0.0,-0.9,0.0,0,parkeja01,2020,203953,Jabari Parker - 2020,6930729.0
446,Jabari Parker,25,SAC,PF,3,0,27,5.0,0.571,0.143,0.0,4.1,20.8,12.3,5.0,0.0,3.1,30.0,15.9,-0.1,0.0,0.0,-0.073,-7.7,-1.4,-9.1,0.0,0,parkeja01,2020,203953,Jabari Parker - 2020,6930729.0
446,Jabari Parker,25,BOS,PF,10,0,138,16.6,0.596,0.208,0.271,7.2,22.0,14.5,10.8,0.4,2.7,11.5,18.9,0.2,0.1,0.3,0.121,0.4,0.2,0.7,0.1,0,parkeja01,2020,203953,Jabari Parker - 2020,6930729.0
448,Bol Bol,21,DEN,PF,32,2,160,9.4,0.534,0.414,0.259,0.0,16.9,8.5,6.0,0.9,6.1,16.8,21.2,-0.2,0.2,0.0,-0.004,-3.8,-0.3,-4.1,-0.1,0,bolbo01,2020,1629626,Bol Bol - 2020,2058240.0
453,Charlie Brown Jr.,23,OKC,SG,9,1,152,4.1,0.422,0.488,0.233,2.0,9.7,5.8,8.2,1.3,1.2,11.2,14.9,-0.2,0.1,-0.1,-0.032,-7.4,-1.3,-8.7,-0.3,0,brownch02,2020,1629718,Charlie Brown Jr. - 2020,
458,Tacko Fall,25,BOS,C,19,0,136,19.6,0.66,0.0,0.517,13.0,29.7,21.3,3.1,0.4,13.7,14.4,13.2,0.2,0.3,0.5,0.177,-1.7,2.9,1.2,0.1,0,fallta01,2020,1629605,Tacko Fall - 2020,
476,Justin Robinson,23,OKC,PG,9,0,88,6.0,0.453,0.667,0.238,1.2,7.2,4.1,14.1,1.6,0.0,7.9,12.2,0.0,0.0,0.0,0.021,-5.8,-1.0,-6.8,-0.1,0,robinju01,2020,1629620,Justin Robinson - 2020,198.0
483,Norvel Pelle,27,3TM,C,13,0,84,11.6,0.567,0.0,0.4,8.1,16.5,12.4,3.0,0.6,10.0,14.5,10.8,0.1,0.1,0.2,0.112,-4.5,1.9,-2.6,0.0,0,pelleno01,2020,203658,Norvel Pelle - 2020,1014905.0
483,Norvel Pelle,27,BRK,C,3,0,28,2.1,0.429,0.0,0.0,12.5,15.0,13.8,0.0,0.0,9.4,30.0,15.6,-0.1,0.0,0.0,-0.069,-12.2,-0.8,-13.0,-0.1,0,pelleno01,2020,203658,Norvel Pelle - 2020,1014905.0
483,Norvel Pelle,27,SAC,C,1,0,4,30.1,0.543,0.0,4.0,27.4,0.0,13.9,28.2,0.0,0.0,0.0,29.7,0.0,0.0,0.0,0.374,6.1,-2.9,3.2,0.0,0,pelleno01,2020,203658,Norvel Pelle - 2020,1014905.0
483,Norvel Pelle,27,NYK,C,9,0,52,15.3,0.698,0.0,0.286,4.2,18.6,11.5,2.7,1.0,11.0,0.0,6.8,0.1,0.1,0.2,0.189,-1.1,3.7,2.5,0.1,0,pelleno01,2020,203658,Norvel Pelle - 2020,1014905.0
519,Theo Pinson,25,NYK,SG,17,0,34,-8.1,0.111,0.889,0.0,0.0,15.8,8.0,3.7,0.0,0.0,10.0,13.1,-0.2,0.0,-0.1,-0.205,-13.2,-2.5,-15.7,-0.1,0,pinsoth01,2020,1629033,Theo Pinson - 2020,
530,Jared Harper,23,NYK,PG,8,0,16,-10.8,0.26,0.25,1.0,0.0,13.4,6.8,7.7,0.0,0.0,34.2,24.4,-0.1,0.0,-0.1,-0.365,-16.6,-5.5,-22.1,-0.1,0,harpeja01,2020,1629607,Jared Harper - 2020,520.0
533,Greg Whittington,27,DEN,PF,4,0,12,-10.2,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,-0.1,0.0,-0.1,-0.259,-11.4,-5.7,-17.2,0.0,0,whittgr01,2020,204222,Greg Whittington - 2020,332.0
538,Ashton Hagans,21,MIN,PG,2,0,4,-12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.5,0.0,0.0,0.0,-0.353,-13.7,-7.4,-21.1,0.0,0,haganas01,2020,1630204,Ashton Hagans - 2020,166.0
4,Jayson Tatum,23,BOS,SF,76,76,2731,21.8,0.578,0.416,0.3,3.5,20.2,12.1,21.1,1.4,1.6,10.9,32.1,5.0,4.6,9.6,0.169,4.3,0.6,5.0,4.8,MVP-6ASNBA1,tatumja01,2021,1628369,Jayson Tatum - 2021,28103500.0
14,Julius Randle,27,NYK,PF,72,72,2544,15.7,0.509,0.313,0.322,5.2,25.5,15.1,25.1,1.0,1.5,14.7,28.7,-0.3,3.4,3.1,0.059,0.4,0.2,0.5,1.6,0,randlju01,2021,203944,Julius Randle - 2021,
18,Nikola Jokić,26,DEN,C,74,74,2476,32.8,0.661,0.22,0.357,9.6,35.5,23.0,42.6,2.2,2.3,15.6,31.9,10.8,4.5,15.2,0.296,9.2,4.5,13.7,9.8,MVP-1ASNBA1,jokicni01,2021,203999,Nikola Jokić - 2021,31044906.0
19,Karl-Anthony Towns,26,MIN,C,74,74,2476,24.1,0.64,0.301,0.385,8.2,23.6,15.7,18.0,1.4,3.2,13.7,27.8,7.1,3.2,10.3,0.199,4.5,0.5,5.0,4.4,ASNBA3,townska01,2021,1626157,Karl-Anthony Towns - 2021,
20,Anthony Edwards,20,MIN,SG,72,72,2466,16.5,0.56,0.484,0.225,2.6,12.5,7.5,17.4,2.0,1.8,12.2,26.4,1.8,2.4,4.3,0.084,1.6,-0.4,1.2,2.0,0,edwaran01,2021,1630162,Anthony Edwards - 2021,
29,RJ Barrett,21,NYK,SF,70,70,2417,13.7,0.511,0.338,0.34,2.9,15.5,9.1,14.9,0.9,0.7,9.9,27.6,0.1,2.2,2.3,0.046,-0.3,-1.3,-1.6,0.2,0,barrerj01,2021,1629628,RJ Barrett - 2021,
32,Aaron Gordon,26,DEN,PF,75,75,2376,15.3,0.602,0.312,0.276,6.1,14.3,10.3,11.6,0.9,1.7,12.5,19.7,3.2,2.0,5.2,0.105,0.5,-1.1,-0.6,0.9,0,gordoaa01,2021,203932,Aaron Gordon - 2021,
34,Evan Fournier,29,NYK,SG,80,80,2358,12.3,0.554,0.641,0.117,1.5,8.2,4.8,11.9,1.7,0.8,9.4,20.8,1.5,2.2,3.7,0.075,-0.4,-0.3,-0.7,0.7,0,fournev01,2021,203095,Evan Fournier - 2021,17142857.0
43,Alec Burks,30,NYK,SG,81,44,2318,13.7,0.559,0.534,0.363,2.1,16.6,9.2,15.7,1.8,1.1,9.7,17.7,3.2,2.9,6.1,0.126,-0.4,1.2,0.8,1.7,0,burksal01,2021,202692,Alec Burks - 2021,9536000.0
47,Marcus Smart,27,BOS,PG,71,71,2296,13.6,0.54,0.501,0.249,2.0,10.5,6.4,25.6,2.6,0.7,16.6,18.3,1.9,3.7,5.6,0.116,-1.2,1.7,0.5,1.5,DPOY-1,smartma01,2021,203935,Marcus Smart - 2021,
49,Will Barton,31,DEN,SG,71,71,2277,13.4,0.548,0.48,0.142,2.2,14.1,8.3,17.6,1.2,1.2,11.8,20.8,1.2,1.9,3.2,0.067,0.4,-0.9,-0.5,0.9,0,bartowi01,2021,203115,Will Barton - 2021,
53,Monte Morris,26,DEN,PG,75,74,2239,14.7,0.583,0.406,0.109,1.4,9.6,5.6,21.4,1.2,0.6,8.8,17.4,3.9,1.5,5.4,0.116,0.8,-0.8,0.0,1.1,0,morrimo01,2021,1628420,Monte Morris - 2021,8449074.0
54,Jaylen Brown,25,BOS,SF,66,66,2220,18.9,0.574,0.381,0.261,2.6,16.7,9.8,17.9,1.6,0.7,11.6,30.5,2.3,3.4,5.8,0.124,1.9,0.1,2.1,2.2,0,brownja02,2021,1627759,Jaylen Brown - 2021,
59,Derrick White,27,2TM,SG,75,52,2199,14.8,0.549,0.461,0.294,1.8,10.7,6.3,22.9,1.4,2.3,11.6,19.9,2.8,2.3,5.1,0.111,0.4,0.6,0.9,1.6,0,whitede01,2021,1628401,Derrick White - 2021,
59,Derrick White,27,SAS,SG,49,48,1486,15.7,0.551,0.453,0.281,1.8,10.5,6.1,25.2,1.6,2.4,12.0,20.7,2.0,1.3,3.3,0.107,1.2,0.6,1.8,1.4,0,whitede01,2021,1628401,Derrick White - 2021,
59,Derrick White,27,BOS,SG,26,4,713,12.9,0.544,0.483,0.326,2.0,11.1,6.7,18.2,1.0,2.0,10.8,18.2,0.9,0.9,1.8,0.121,-1.4,0.5,-0.9,0.2,0,whitede01,2021,1628401,Derrick White - 2021,
80,D'Angelo Russell,25,MIN,PG,65,65,2077,16.3,0.544,0.531,0.246,1.3,10.1,5.6,33.1,1.4,1.0,13.2,25.1,2.9,1.5,4.4,0.101,2.2,-1.5,0.8,1.4,0,russeda01,2021,1626156,D'Angelo Russell - 2021,30013500.0
90,Al Horford,35,BOS,C,69,69,2005,16.7,0.574,0.466,0.167,6.0,22.2,14.3,16.4,1.2,4.2,9.6,14.8,3.7,3.8,7.6,0.181,1.4,2.9,4.3,3.2,DPOY-9,horfoal01,2021,201143,Al Horford - 2021,27000000.0
97,Malik Beasley,25,MIN,SG,79,18,1976,11.9,0.544,0.749,0.071,1.4,11.2,6.2,8.5,1.0,0.6,4.7,19.4,1.7,1.2,2.9,0.069,0.7,-1.5,-0.7,0.7,0,beaslma01,2021,1627736,Malik Beasley - 2021,14491964.0
99,Shai Gilgeous-Alexander,23,OKC,PG,56,56,1942,20.9,0.557,0.282,0.385,1.9,13.0,7.4,31.1,1.8,2.2,11.1,30.8,2.8,1.8,4.6,0.113,2.9,0.5,3.4,2.7,0,gilgesh01,2021,1628983,Shai Gilgeous-Alexander - 2021,5495532.0
103,Darius Bazley,21,OKC,PF,69,53,1924,12.6,0.515,0.414,0.262,3.7,19.8,11.6,7.7,1.5,3.4,11.1,18.3,-0.5,2.2,1.8,0.044,-2.1,0.3,-1.8,0.1,0,bazleda01,2021,1629647,Darius Bazley - 2021,
109,Jarred Vanderbilt,22,MIN,PF,74,67,1880,15.3,0.612,0.039,0.363,12.0,23.9,17.8,6.7,2.5,2.4,14.8,10.9,3.1,2.9,6.0,0.153,-0.8,1.0,0.2,1.1,0,vandeja01,2021,1629020,Jarred Vanderbilt - 2021,4050000.0
111,Grant Williams,23,BOS,PF,77,21,1875,11.2,0.635,0.597,0.22,3.8,11.8,7.9,5.7,1.0,2.8,11.6,12.6,2.4,2.6,5.1,0.13,-1.4,1.1,-0.4,0.8,0,willigr01,2021,1629684,Grant Williams - 2021,
116,Jeff Green,35,DEN,PF,75,63,1849,12.5,0.627,0.318,0.374,2.6,11.1,7.0,7.3,0.7,1.3,10.3,16.3,2.7,1.2,3.9,0.101,-1.2,-1.3,-2.5,-0.2,0,greenje02,2021,201145,Jeff Green - 2021,
118,Mitchell Robinson,23,NYK,C,72,62,1848,20.7,0.722,0.0,0.528,16.8,19.1,17.9,3.2,1.6,7.1,12.4,11.4,5.3,3.2,8.5,0.221,1.0,1.2,2.2,2.0,0,robinmi01,2021,1629011,Mitchell Robinson - 2021,1802057.0
119,Dennis Schröder,28,2TM,PG,64,29,1837,13.0,0.539,0.345,0.254,2.0,10.5,6.3,24.2,1.4,0.4,15.1,22.6,1.0,1.9,2.9,0.076,-1.5,-0.4,-1.9,0.0,0,schrode01,2021,1631516,Dennis Schröder - 2021,5890000.0
119,Dennis Schröder,28,BOS,PG,49,25,1433,13.5,0.543,0.329,0.248,2.2,10.0,6.2,22.0,1.4,0.3,13.8,23.1,1.0,1.8,2.8,0.092,-1.2,0.0,-1.2,0.3,0,schrode01,2021,1631516,Dennis Schröder - 2021,5890000.0
119,Dennis Schröder,28,HOU,PG,15,4,404,11.5,0.519,0.414,0.279,1.6,12.0,6.8,32.0,1.4,0.7,19.9,20.6,0.1,0.1,0.2,0.02,-2.5,-1.9,-4.4,-0.2,0,schrode01,2021,1631516,Dennis Schröder - 2021,5890000.0
125,Robert Williams,24,BOS,C,61,61,1804,22.1,0.745,0.003,0.245,14.6,20.5,17.6,9.7,1.5,6.8,13.4,11.5,6.0,3.9,9.9,0.262,2.4,3.1,5.5,3.4,DPOY-7,williro04,2021,1629057,Robert Williams - 2021,3661976.0
126,Jaden McDaniels,21,MIN,PF,70,31,1803,10.3,0.553,0.455,0.128,4.4,13.2,8.7,6.1,1.4,2.9,11.4,15.3,0.7,1.7,2.4,0.065,-2.9,-0.1,-2.9,-0.4,0,mcdanja02,2021,1630183,Jaden McDaniels - 2021,2063280.0
127,Immanuel Quickley,22,NYK,PG,78,3,1802,14.6,0.543,0.547,0.278,1.8,13.1,7.4,24.5,1.5,0.2,10.9,22.2,2.5,1.8,4.2,0.113,0.2,0.0,0.2,1.0,6MOY-10,quickim01,2021,1630193,Immanuel Quickley - 2021,2210640.0
145,Josh Giddey,19,OKC,SF,54,54,1700,13.3,0.478,0.318,0.118,5.8,19.8,12.7,32.3,1.5,1.1,19.5,22.2,-1.3,1.7,0.4,0.01,-1.2,0.3,-0.9,0.5,0,giddejo01,2021,1630581,Josh Giddey - 2021,5988000.0
154,Luguentz Dort,22,OKC,SG,51,51,1665,12.3,0.541,0.539,0.263,2.3,10.9,6.5,8.6,1.3,1.0,9.8,23.3,0.2,1.1,1.4,0.04,-1.5,-0.7,-2.3,-0.1,0,dortlu01,2021,1629652,Luguentz Dort - 2021,1782621.0
162,Josh Richardson,28,2TM,SG,65,7,1600,12.8,0.573,0.461,0.202,2.8,9.4,6.2,10.1,1.7,1.6,10.2,17.6,1.6,2.0,3.5,0.106,-0.6,0.7,0.1,0.9,0,richajo01,2021,1626196,Josh Richardson - 2021,11615328.0
162,Josh Richardson,28,BOS,SG,44,0,1087,12.2,0.57,0.455,0.207,2.7,9.6,6.2,8.7,1.6,1.9,9.4,16.7,1.0,1.5,2.6,0.113,-1.0,1.2,0.3,0.6,0,richajo01,2021,1626196,Josh Richardson - 2021,11615328.0
162,Josh Richardson,28,SAS,SG,21,7,513,14.0,0.577,0.471,0.194,3.2,9.1,6.1,13.0,2.1,1.0,11.5,19.3,0.5,0.4,1.0,0.091,0.1,-0.3,-0.2,0.2,0,richajo01,2021,1626196,Josh Richardson - 2021,11615328.0
181,Austin Rivers,29,DEN,SG,67,18,1480,7.2,0.546,0.66,0.126,1.5,6.9,4.3,8.0,1.7,0.4,12.8,12.6,0.1,1.1,1.2,0.037,-3.5,-0.3,-3.8,-0.7,0,riverau01,2021,203085,Austin Rivers - 2021,
182,Patrick Beverley,33,MIN,PG,58,54,1476,14.8,0.539,0.555,0.305,4.4,13.2,8.7,24.5,2.2,3.4,12.9,16.1,2.3,1.7,4.1,0.132,0.6,2.1,2.7,1.7,0,beverpa01,2021,201976,Patrick Beverley - 2021,14320987.0
203,Tre Mann,20,OKC,PG,60,26,1367,10.2,0.501,0.463,0.139,1.9,11.2,6.4,10.7,1.7,0.8,10.2,22.0,-1.0,1.0,0.1,0.002,-3.3,-1.1,-4.4,-0.8,0,manntr01,2021,1630544,Tre Mann - 2021,
209,Bones Hyland,21,DEN,SG,69,4,1310,14.4,0.558,0.627,0.219,1.2,14.4,8.0,21.2,1.5,1.4,12.1,23.8,1.1,1.3,2.4,0.088,0.3,-0.7,-0.4,0.5,0,hylanbo01,2021,1630538,Bones Hyland - 2021,
212,Bryn Forbes,28,2TM,SG,75,2,1286,11.5,0.574,0.547,0.161,0.9,6.9,3.9,8.3,0.9,0.3,8.8,21.2,0.8,0.6,1.4,0.054,-0.7,-2.2,-2.9,-0.3,0,forbebr01,2021,1627854,Bryn Forbes - 2021,4500000.0
212,Bryn Forbes,28,SAS,SG,40,1,676,12.4,0.572,0.51,0.166,0.6,9.2,4.9,8.6,1.2,0.4,9.4,21.9,0.3,0.4,0.7,0.053,-0.3,-1.3,-1.6,0.1,0,forbebr01,2021,1627854,Bryn Forbes - 2021,4500000.0
212,Bryn Forbes,28,DEN,SG,35,1,610,10.6,0.578,0.593,0.156,1.1,4.3,2.7,8.0,0.6,0.3,8.1,20.3,0.5,0.2,0.7,0.054,-1.1,-3.2,-4.3,-0.4,0,forbebr01,2021,1627854,Bryn Forbes - 2021,4500000.0
224,Aleksej Pokusevski,20,OKC,PF,61,12,1233,12.0,0.485,0.432,0.11,6.0,20.8,13.3,16.5,1.5,2.9,16.4,20.0,-1.1,1.5,0.4,0.014,-2.7,0.1,-2.6,-0.2,0,pokusal01,2021,1630197,Aleksej Pokusevski - 2021,
225,Obi Toppin,23,NYK,PF,72,10,1230,18.3,0.614,0.357,0.262,5.9,17.7,11.7,10.9,1.0,2.6,9.6,20.8,2.5,1.5,3.9,0.153,1.7,0.3,2.0,1.2,0,toppiob01,2021,1630167,Obi Toppin - 2021,5105160.0
228,Naz Reid,22,MIN,C,77,6,1215,17.2,0.588,0.349,0.313,8.8,18.0,13.3,8.7,1.6,5.6,13.2,21.4,1.5,1.6,3.2,0.125,-0.5,0.5,0.0,0.6,0,reidna01,2021,1629675,Naz Reid - 2021,1782621.0
230,Aaron Wiggins,23,OKC,SG,50,35,1209,10.3,0.556,0.409,0.252,4.3,11.0,7.6,8.5,1.2,0.8,12.6,15.3,0.5,0.8,1.2,0.048,-3.4,-0.9,-4.3,-0.7,0,wiggiaa01,2021,1630598,Aaron Wiggins - 2021,
235,Facundo Campazzo,30,DEN,PG,65,4,1184,11.1,0.503,0.652,0.264,2.2,8.6,5.5,24.1,2.6,1.8,16.9,14.7,0.6,1.3,2.0,0.081,-2.1,1.3,-0.8,0.4,0,campafa01,2021,1630267,Facundo Campazzo - 2021,3100000.0
237,Taurean Prince,27,MIN,PF,69,8,1177,12.4,0.589,0.587,0.21,2.3,13.8,7.9,8.1,1.9,1.9,11.1,17.0,1.0,1.2,2.2,0.09,-1.0,0.0,-0.9,0.3,0,princta02,2021,1627752,Taurean Prince - 2021,
253,Jeremiah Robinson-Earl,21,OKC,C,49,36,1087,11.7,0.526,0.509,0.167,7.0,19.1,13.0,6.7,1.3,1.3,10.1,15.4,0.4,1.0,1.5,0.065,-1.9,-0.4,-2.2,-0.1,0,robinje02,2021,1630526,Jeremiah Robinson-Earl - 2021,
254,JaMychal Green,31,DEN,PF,67,8,1085,14.1,0.587,0.379,0.284,8.6,19.9,14.5,7.6,1.9,2.2,13.4,17.2,1.2,1.4,2.7,0.118,-2.0,0.1,-1.8,0.0,0,greenja01,2021,203210,JaMychal Green - 2021,
257,Kenrich Williams,27,OKC,SF,49,0,1072,13.3,0.532,0.382,0.174,7.1,14.1,10.5,15.3,2.0,0.9,11.9,15.6,0.8,1.0,1.8,0.081,-1.3,1.1,-0.3,0.5,0,willike04,2021,1629026,Kenrich Williams - 2021,2000000.0
269,Cam Reddish,22,2TM,SF,49,7,1012,12.8,0.543,0.451,0.275,2.7,8.6,5.7,7.0,2.3,1.4,11.1,22.2,0.2,0.8,1.0,0.046,-1.0,-0.3,-1.3,0.2,0,reddica01,2021,1629629,Cam Reddish - 2021,
269,Cam Reddish,22,ATL,SF,34,7,797,12.8,0.537,0.446,0.233,2.8,8.7,5.8,6.9,2.2,1.2,10.4,23.2,0.1,0.5,0.6,0.034,-0.8,-0.7,-1.5,0.1,0,reddica01,2021,1629629,Cam Reddish - 2021,
269,Cam Reddish,22,NYK,SF,15,0,215,12.9,0.575,0.477,0.492,2.5,8.2,5.3,7.1,2.8,1.8,14.1,18.8,0.1,0.3,0.4,0.092,-2.0,1.2,-0.8,0.1,0,reddica01,2021,1629629,Cam Reddish - 2021,
272,Payton Pritchard,24,BOS,PG,71,2,1001,15.0,0.578,0.657,0.056,3.5,10.8,7.2,20.4,1.2,0.5,9.7,18.6,1.8,1.2,3.1,0.148,1.7,0.1,1.8,1.0,0,pritcpa01,2021,1630202,Payton Pritchard - 2021,2137440.0
278,Daniel Theis,29,2TM,C,47,27,977,13.2,0.595,0.368,0.247,6.6,18.8,12.7,6.3,1.0,2.9,12.5,16.2,0.9,1.0,1.9,0.093,-1.9,-0.2,-2.1,0.0,0,theisda01,2021,1628464,Daniel Theis - 2021,8280351.0
278,Daniel Theis,29,HOU,C,26,21,584,10.7,0.554,0.441,0.223,6.0,18.5,12.2,5.1,0.9,2.6,13.6,16.5,0.1,0.3,0.3,0.028,-2.6,-0.9,-3.4,-0.2,0,theisda01,2021,1628464,Daniel Theis - 2021,8280351.0
278,Daniel Theis,29,BOS,C,21,6,393,17.0,0.658,0.25,0.286,7.6,19.1,13.5,8.0,1.1,3.3,10.6,15.8,0.9,0.7,1.6,0.19,-1.0,0.9,-0.1,0.2,0,theisda01,2021,1628464,Daniel Theis - 2021,8280351.0
