"Temporada","Jugador","Salario","Salario Actual Ajustado a la Inflación"
"2021/22 ","Quentin Grimes","2,168,640","2,507,701"
"2021/22 ","Jordania Poole","2,161,440","2,499,375"
"2021/22 ","Bol Bol","2,161,152","2,499,042"
"2021/22 ","Keldon Johnson","2,145,720","2,481,198"
"2021/22 ","Payton Pritchard","2,137,440","2,471,623"
"2021/22 ","Jahlil Okafor","2,130,023","2,463,046"
"2021/22 ","Huesos Hyland","2,096,880","2,424,722"
"2021/22 ","Raúl Neto","2,089,448","2,416,128"
"2021/22 ","Frank Kaminsky","2,089,448","2,416,128"
"2021/22 ","Nemanja Bjelica","2,089,448","2,416,128"
"2021/22 ","Udoka Azubuike","2,075,880","2,400,438"
"2021/22 ","Jaden McDaniels","2,063,280","2,385,868"
"2021/22 ","Malaquías Flynn","2,048,040","2,368,246"
"2021/22 ","Primos DeMarcus","2,038,942","2,357,725"
"2021/22 ","Cámara Thomas","2,036,280","2,354,647"
"2021/22 ","Desmond Bane","2,033,160","2,351,039"
"2021/22 ","Jaden Springer","2,023,680","2,340,077"
"2021/22 ","Día de Ron Sharpe","2,009,160","2,323,287"
"2021/22 ","Abdel Nader","2000000","2,312,695"
"2021/22 ","Kenrich Williams","2000000","2,312,695"
"2021/22 ","Theo Maledon","2000000","2,312,695"
"2021/22 ","Jeremías Robinson-Earl","2000000","2,312,695"
"2021/22 ","Jordania McLaughlin","2000000","2,312,695"
"2021/22 ","Guarnición Mathews","2000000","2,312,695"
"2021/22 ","Santiago Aldama","1,994,520","2,306,358"
"2021/22 ","Damián Jones","1,977,011","2,286,111"
"2021/22 ","Wesley Matthews","1,958,495","2,264,700"
"2021/22 ","Rodney McGruder","1,939,350","2,242,562"
"2021/22 ","Timoteo Luwawu","1,939,350","2,242,562"
"2021/22 ","Moisés Brown","1,933,909","2,236,270"
"2021/22 ","Wesley Iwundu","1,926,834","2,228,089"
"2021/22 ","José Alvarado","1,925,406","2,226,438"
"2021/22 ","P. J. Dozier","1,910,860","2,209,618"
"2021/22 ","Damion Lee","1,910,860","2,209,618"
"2021/22 ","Killian Tillie","1,901,625","2,198,939"
"2021/22 ","Tyrell Terry","1,869,438","2,161,719"
"2021/22 ","Larry Sanders","1,865,546","2,157,219"
"2021/22 ","Carsen Edwards","1,859,365","2,150,071"
"2021/22 ","Agite a Milton","1,846,738","2,135,470"
"2021/22 ","Mitchell Robinson","1,802,057","2,083,804"
"2021/22 ","Jalen Brunson","1,802,057","2,083,804"
"2021/22 ","Dennis Smith","1,789,256","2,069,001"
"2021/22 ","Monje Malik","1,789,256","2,069,001"
"2021/22 ","Semi-ojeleye","1,789,256","2,069,001"
"2021/22 ","Frank Ntilikina","1,789,256","2,069,001"
"2021/22 ","Tony Bradley","1,789,256","2,069,001"
"2021/22 ","Didi Louzada","1,786,878","2,066,251"
"2021/22 ","Daniel Gafford","1,782,621","2,061,329"
"2021/22 ","Eric Pascual","1,782,621","2,061,329"
"2021/22 ","Luguentz Dort","1,782,621","2,061,329"
"2021/22 ","Isaías Roby","1,782,621","2,061,329"
"2021/22 ","KZ Okpala","1,782,621","2,061,329"
"2021/22 ","Naz Reid","1,782,621","2,061,329"
"2021/22 ","Jaylen Nowell","1,782,621","2,061,329"
"2021/22 ","Terance Mann","1,782,621","2,061,329"
"2021/22 ","Bruno Fernando","1,782,621","2,061,329"
"2021/22 ","Kevin Porter","1,782,621","2,061,329"
"2021/22 ","Vlatko Cancar","1,782,621","2,061,329"
"2021/22 ","Decano Wade","1,782,621","2,061,329"
"2021/22 ","Cody Martín","1,782,621","2,061,329"
"2021/22 ","Jalen McDaniels","1,782,621","2,061,329"
"2021/22 ","Nicolás Claxton","1,782,621","2,061,329"
"2021/22 ","Yuta Watanabe","1,762,796","2,038,404"
"2021/22 ","Chimezie Metu","1,762,796","2,038,404"
"2021/22 ","Armoni Brooks","1,739,065","2,010,962"
"2021/22 ","Isaac Bonga","1,729,217","1,999,575"
"2021/22 ","Sviatoslav Mykhailiuk","1,729,217","1,999,575"
"2021/22 ","Keita Bates-Diop","1,729,217","1,999,575"
"2021/22 ","Moritz Wagner","1,729,217","1,999,575"
"2021/22 ","Thanasis Antetokounmpo","1,729,217","1,999,575"
"2021/22 ","Isaías Hartenstein","1,729,217","1,999,575"
"2021/22 ","Oshae Brissett","1,701,593","1,967,632"
"2021/22 ","Juan Toscano Anderson","1,701,593","1,967,632"
"2021/22 ","Hierba Jones","1,700,000","1,965,790"
"2021/22 ","Gabriel Deck","1,690,507","1,954,813"
"2021/22 ","Gabe Vicente","1,669,178","1,930,149"
"2021/22 ","Máximo Strus","1,669,178","1,930,149"
"2021/22 ","Gary Payton II","1,669,178","1,930,149"
"2021/22 ","Javonte Verde","1,669,178","1,930,149"
"2021/22 ","Matías Thomas","1,669,178","1,930,149"
"2021/22 ","Roberto Woodard","1,619,015","1,872,143"
"2021/22 ","Lanzamiento Stephenson","1,614,825","1,867,297"
"2021/22 ","Daniel Oturu","1,603,559","1,854,270"
"2021/22 ","Deividas Sirvydis","1,603,559","1,854,271"
"2021/22 ","Kevin Pangos","1,569,178","1,814,515"
"2021/22 ","Bismack Biyombo","1,518,213","1,755,581"
"2021/22 ","Vernon Carey","1,517,981","1,755,313"
"2021/22 ","Antonio Gill","1,517,981","1,755,313"
"2021/22 ","Tres Jones","1,517,981","1,755,313"
"2021/22 ","Jahmi'us Ramsey","1,517,981","1,755,313"
"2021/22 ","C. J. Elleby","1,517,981","1,755,313"
"2021/22 ","Elías Hughes","1,517,981","1,755,313"
"2021/22 ","Isaías Joe","1,517,981","1,755,313"
"2021/22 ","Pablo Reed","1,517,981","1,755,313"
"2021/22 ","Naji Marshall","1,517,981","1,755,313"
"2021/22 ","Jordania Nwora","1,517,981","1,755,313"
"2021/22 ","Xavier Tillman","1,517,981","1,755,313"
"2021/22 ","Sam Merrill","1,517,981","1,755,313"
"2021/22 ","Jae'Sean Tate","1,517,981","1,755,313"
"2021/22 ","K. J. Martín","1,517,981","1,755,313"
"2021/22 ","Lamar Stevens","1,517,981","1,755,313"
"2021/22 ","Nick Richards","1,517,981","1,755,313"
"2021/22 ","Isaías Todd","1,500,000","1,734,521"
"2021/22 ","Yurtseven de Omer","1,489,065","1,721,876"
"2021/22 ","Saben Lee","1,489,065","1,721,876"
"2021/22 ","J.R. Smith","1,456,667","1,684,413"
"2021/22 ","Stanley Johnson","1,368,998","1,583,036"
"2021/22 ","Duane Washington Jr","1,346,676","1,557,225"
"2021/22 ","Aarón Wiggins","1,305,761","1,509,913"
"2021/22 ","Marquesa Chriss","1,292,900","1,495,041"
"2021/22 ","JT Thor","1,250,000","1,445,434"
"2021/22 ","DeMarre Carroll","1,242,340","1,436,576"
"2021/22 ","Jabari Parker","1,168,286","1,350,944"
"2021/22 ","Alfonso McKinnie","1,090,007","1,260,426"
"2021/22 ","Zhaire Smith","1,068,200","1,235,210"
"2021/22 ","Jason Preston","1,062,303","1,228,391"
"2021/22 ","Isaías Livers","1,057,260","1,222,559"
"2021/22 ","Denzel Valentín","1,005,633","1,162,860"
"2021/22 ","Alize Johnson","1,003,740","1,160,670"
"2021/22 ","Kyle Singler","999.2","1,155,422"
"2021/22 ","Kelan Martín","993.76","1,149,131"
"2021/22 ","Miye Oni","946.26","1,094,206"
"2021/22 ","Jared Mayordomo","925.26","1,069,919"
"2021/22 ","Dalano Banton","925.26","1,069,919"
"2021/22 ","Jock Landale","925.26","1,069,919"
"2021/22 ","Greg Brown","925.26","1,069,919"
"2021/22 ","Charles Bassey","925.26","1,069,919"
"2021/22 ","Vit Krejci","925.26","1,069,919"
"2021/22 ","Miles McBride","925.26","1,069,919"
"2021/22 ","Austin Reaves","925.26","1,069,919"
"2021/22 ","BJ Boston","925.26","1,069,919"
"2021/22 ","Luka Garza","925.26","1,069,919"
"2021/22 ","Marko Simonović","925.26","1,069,919"
"2021/22 ","Ayo Dosunmu","925.26","1,069,919"
"2021/22 ","Daishen Nix","923.08","1,067,398"
"2021/22 ","Isaías Thomas","910.93","1,053,345"
"2021/22 ","Terry Taylor","895.13","1,035,075"
"2021/22 ","Diakita de Mamadi","869.08","1,004,956"
"2021/22 ","Caleb Martín","844.01","975.97"
"2021/22 ","Brad Wanamaker","814.92","942.33"
"2021/22 ","Lucas Kornet","812.36","939.37"
"2021/22 ","Wayne Selden","812.36","939.37"
"2021/22 ","Gary Clark","811.21","938.04"
"2021/22 ","Ryan Arcidiacono","774.73","895.85"
"2021/22 ","Tendencia Watford","768.83","889.03"
"2021/22 ","Patricio Patterson","737.07","852.31"
"2021/22 ","Cacok de Devontae","726.13","839.66"
"2021/22 ","Almirante Schofield","723.74","836.9"
"2021/22 ","Ismail Wainright","707.89","818.57"
"2021/22 ","Shaun Livingston","666.67","770.9"
"2021/22 ","Malik Fitts","630.87","729.51"
"2021/22 ","Sam Hauser","619.5","716.35"
"2021/22 ","Greg Monroe","612.81","708.61"
"2021/22 ","Amir Coffey","573.58","663.25"
"2021/22 ","Joe Wieskamp","563.66","651.79"
"2021/22 ","Keifer Sykes","558.35","645.64"
"2021/22 ","Herrero de Haywood","547.7","633.33"
"2021/22 ","Nik Stauskas","534.99","618.64"
"2021/22 ","Caña de Davon","532.4","615.64"
"2021/22 ","Wenyen Gabriel","522.02","603.63"
"2021/22 ","Skylar Mays","510.91","590.79"
"2021/22 ","Georgios Kalaitzakis","499.85","578"
"2021/22 ","R.J. Nembhard","491.88","568.78"
"2021/22 ","Chris Silva","479.65","554.64"
"2021/22 ","Trent Forest","463.21","535.63"
"2021/22 ","Kessler Edwards","463.21","535.63"
"2021/22 ","Casio Winston","462.63","534.96"
"2021/22 ","Joel Ayayi","462.63","534.96"
"2021/22 ","Justin Champagnie","462.63","534.96"
"2021/22 ","David Johnson","462.63","534.96"
"2021/22 ","Neemias Queta","462.63","534.96"
"2021/22 ","Keljin Blevins","462.63","534.96"
"2021/22 ","Ignas Brazdeikis","462.63","534.96"
"2021/22 ","Jericó Sims","462.63","534.96"
"2021/22 ","Caballero Nathan","462.63","534.96"
"2021/22 ","McKinley Wright","462.63","534.96"
"2021/22 ","Sandro Mamukelashvili","462.63","534.96"
"2021/22 ","Yves Pons","462.63","534.96"
"2021/22 ","Jay Scrubb","462.63","534.96"
"2021/22 ","Chris Chiozza","462.63","534.96"
"2021/22 ","Sean Chris Smith","462.63","534.96"
"2021/22 ","Jamorko Pickett","462.63","534.96"
"2021/22 ","Markus Howard","462.63","534.96"
"2021/22 ","Tyler cocinero","462.63","534.96"
"2021/22 ","Arnoldas Kulboka","462.63","534.96"
"2021/22 ","Scottie Lewis","462.63","534.96"
"2021/22 ","David Duque","462.63","534.96"
"2021/22 ","Brodric Thomas","462.63","534.96"
"2021/22 ","Sharife Cooper","462.63","534.96"
"2021/22 ","Justin Anderson","445.83","515.53"
"2021/22 ","Teo Pinson","440.71","509.61"
"2021/22 ","Charlie Brown","431.15","498.56"
"2021/22 ","Tim Frazier","386.13","446.5"
"2021/22 ","James Ennis","386.13","446.5"
"2021/22 ","Langston Galloway","386.13","446.5"
"2021/22 ","Chico Kyle","383.08","442.97"
"2021/22 ","Sam Dekker","350","404.72"
"2021/22 ","Cuchara meteorológica de Quinndary","346.49","400.66"
"2021/22 ","Brandon Goodwin","343.99","397.77"
"2021/22 ","Colina Malcolm","324.37","375.09"
"2021/22 ","Luis Rey","316.4","365.86"
"2021/22 ","DJ Wilson","308.49","356.73"
"2021/22 ","Shaquille Harrison","308.49","356.72"
"2021/22 ","Justin Jackson","308.49","356.72"
"2021/22 ","Jeff Dowtin","305.76","353.56"
"2021/22 ","Pablo Watson","303.1","350.49"
"2021/22 ","Reina de Trevelin","303.1","350.49"
"2021/22 ","Myles Powell","300.44","347.42"
"2021/22 ","Jontay Porter","300","346.9"
"2021/22 ","Mason Jones","295.13","341.27"
"2021/22 ","Eugenio Omoruyi","281.83","325.89"
"2021/22 ","Caballero Brandon","274.67","317.62"
"2021/22 ","Justin Robinson","265.95","307.53"
"2021/22 ","Ja'Vonte inteligente","265.88","307.45"
"2021/22 ","Michal Mulder","257.9","298.22"
"2021/22 ","Tyler Johnson","257.42","297.66"
"2021/22 ","Zylan Cheatham","256.73","296.87"
"2021/22 ","Casio Stanley","256.73","296.87"
"2021/22 ","Devon Dotson","239.29","276.7"
"2021/22 ","Marcus Garrett","236.63","273.63"
"2021/22 ","Lindell Wigginton","233.97","270.55"
"2021/22 ","Jay Huff","226","261.33"
"2021/22 ","Olivier Sarr","223.34","258.26"
"2021/22 ","Aarón Henry","223.34","258.26"
"2021/22 ","Freddie Gillespie","221.16","255.73"
"2021/22 ","JaQuori McLaughlin","220.68","255.18"
"2021/22 ","Rayjon Tucker","220.64","255.13"
"2021/22 ","Petr Cornelie","218.02","252.11"
"2021/22 ","Caída de Tacko","218.02","252.11"
"2021/22 ","Juwan Morgan","211.05","244.04"
"2021/22 ","Damyean Dotson","205.66","237.82"
"2021/22 ","Xavier Luna","202.07","233.66"
"2021/22 ","Tyrone Wallace","198.76","229.84"
"2021/22 ","Aguas de Tremont","191.86","221.86"
"2021/22 ","Tesoro de Jaylen","191.86","221.86"
"2021/22 ","Norvel Pelle","191.86","221.86"
"2021/22 ","Reggie Perry","188.27","217.71"
"2021/22 ","Devin Cannady","185.58","214.59"
"2021/22 ","Brandon Williams","180.8","209.07"
"2021/22 ","De Jon Jarreau","172.82","199.84"
"2021/22 ","Moisés Wright","172.82","199.84"
"2021/22 ","Matt Mooney","171.16","197.92"
"2021/22 ","Dakota Mathias","171.16","197.92"
"2021/22 ","Hombres Daulton","167.5","193.69"
"2021/22 ","Subvención Riller","162.19","187.54"
"2021/22 ","Lindy Aguas III","159.53","184.47"
"2021/22 ","Antonio Tolliver","151.82","175.56"
"2021/22 ","Darren Collison","151.82","175.56"
"2021/22 ","Ersan Ilyasova","151.82","175.56"
"2021/22 ","Joe Johnson","151.82","175.56"
"2021/22 ","CJ millas","151.82","175.56"
"2021/22 ","Chaundée Brown","151.55","175.25"
"2021/22 ","Xavier Sneed","146.23","169.1"
"2021/22 ","Mario Chalmers","138.02","159.6"
"2021/22 ","Antonio Cordero","136.1","157.37"
"2021/22 ","Llave Braxton","127.62","147.57"
"2021/22 ","Troy Williams","122.74","141.93"
"2021/22 ","Caza de Feron","116.99","135.28"
"2021/22 ","Mac McClung","111.67","129.13"
"2021/22 ","Matt Ryan","111.67","129.13"
"2021/22 ","Emmanuel Mudiay","111.46","128.88"
"2021/22 ","Bajo de París","106.35","122.98"
"2021/22 ","Hassani Gravett","106.35","122.98"
"2021/22 ","Carlik Jones","106.35","122.98"
"2021/22 ","Cheick Diallo","102.83","118.91"
"2021/22 ","Campana de Jordania","102.83","118.91"
"2021/22 ","DJ Stewart","101.03","116.83"
"2021/22 ","Nate Hinton","96.21","111.26"
"2021/22 ","Jaylen Morris","95.93","110.93"
"2021/22 ","B. J. Johnson","95.93","110.93"
"2021/22 ","Scotty Hopson","95.93","110.93"
"2021/22 ","Justin James","95.93","110.93"
"2021/22 ","DaQuan Jeffries","95.93","110.93"
"2021/22 ","Derrick Walton","95.93","110.93"
"2021/22 ","Demetrio Jackson","92.86","107.37"
"2021/22 ","Emanuel Terry","85.58","98.96"
"2021/22 ","Jemerrio Jones","85.58","98.96"
"2021/22 ","Jorge rey","85.58","98.96"
"2021/22 ","Malik Newman","85.58","98.96"
"2021/22 ","Chris Clemons","85.58","98.96"
"2021/22 ","Cameron Oliver","85.58","98.96"
"2021/22 ","Jared Harper","85.08","98.38"
"2021/22 ","Gabriel Lundberg","79.76","92.23"
"2021/22 ","Jaime Echenique","53.18","61.49"
"2021/22 ","Espada Craig","53.18","61.49"
"2021/22 ","Jordania Goodwin","53.18","61.49"
"2021/22 ","Jordania Schakel","53.18","61.49"
"2021/22 ","Ade Murkey","53.18","61.49"
"2021/22 ","Jarron Cumberland","53.18","61.49"
"2021/22 ","Cameron McGriff","53.18","61.49"
"2021/22 ","MJ Walker","53.18","61.49"
"2021/22 ","Aleem Ford","53.18","61.49"
"2021/22 ","Rob Edwards","53.18","61.49"
"2021/22 ","Salón Tyler","53.18","61.49"
"2021/22 ","Javin DeLaurier","53.18","61.49"
"2021/22 ","Aric Holman","53.18","61.49"
"2021/22 ","Jon Teske","53.18","61.49"
"2021/22 ","Shaq Buchanan","53.18","61.49"
"2021/22 ","Ahmad Caver","53.18","61.49"
"2021/22 ","Jaysean Paige","53.18","61.49"
"2021/22 ","Miqueas Potter","53.18","61.49"
"2021/22 ","Trayvon Palmer","53.18","61.49"
"2021/22 ","Tre Scott","53.18","61.49"
"2021/22 ","Justin Tillman","53.18","61.49"
"2021/22 ","Malik Ellison","53.18","61.49"
"2021/22 ","Antonio Barbero","53.18","61.49"
"2021/22 ","Luca Vildoza","42.79","49.48"
"2021/22 ","Zavier Simpson","37.22","43.04"
"2021/22 ","Mfiondu Kabengele","19.19","22.19"
"2021/22 ","Melvin Frazier","13.29","15.37"
"2022/23 ","Stephen Curry","48,070,014","50,968,059"
"2022/23 ","Juan pared","47,345,760","50,200,141"
"2022/23 ","Russell Westbrook","47,080,179","49,918,548"
"2022/23 ","LeBron James","44,474,988","47,156,296"
"2022/23 ","Kevin Durant","44,119,845","46,779,742"
"2022/23 ","Bradley Beal","43,279,250","45,888,469"
"2022/23 ","Damian Lillard","42,492,492","45,054,279"
"2022/23 ","Giannis Antetokounmpo","42,492,492","45,054,279"
"2022/23 ","Pablo Jorge","42,492,492","45,054,279"
"2022/23 ","Kawhi Leonard","42,492,492","45,054,279"
"2022/23 ","Klay Thompson","40,600,080","43,047,777"
"2022/23 ","Kyrie Irving","38,917,057","41,263,288"
"2022/23 ","Rudy Gobert","38,172,414","40,473,752"
"2022/23 ","Khris Middleton","37,984,276","40,274,272"
"2022/23 ","Anthony Davis","37,980,720","40,270,501"
"2022/23 ","Jimmy mayordomo","37,653,300","39,923,342"
"2022/23 ","Tobias Harris","37,633,050","39,901,871"
"2022/23 ","Caminante Kemba","37,281,261","39,528,872"
"2022/23 ","Luka Doncic","37,096,500","39,332,974"
"2022/23 ","Zach LaVine","37,096,500","39,332,974"
"2022/23 ","Trae joven","37,096,500","39,332,974"
"2022/23 ","Pascal Siakam","35,448,672","37,585,801"
"2022/23 ","Ben Simmons","35,448,672","37,585,801"
"2022/23 ","Myles Turner","35,096,500","37,212,398"
"2022/23 ","Vacaciones de Jrue","34,319,520","36,388,575"
"2022/23 ","Kristaps Porzingis","33,833,400","35,873,148"
"2022/23 ","Devin Booker","33,833,400","35,873,148"
"2022/23 ","Ciudades de Karl Anthony","33,833,400","35,873,148"
"2022/23 ","Joel Embiid","33,616,770","35,643,458"
"2022/23 ","Andrew Wiggins","33,616,770","35,643,458"
"2022/23 ","CJ McCollum","33,333,333","35,342,933"
"2022/23 ","Nikola Jokić","33,047,803","35,040,189"
"2022/23 ","James Harden","33000000","34,989,504"
"2022/23 ","Brandon Ingram","31,650,600","33,558,751"
"2022/23 ","Jamal Murray","31,650,600","33,558,751"
"2022/23 ","D'Angelo Russell","31,377,750","33,269,452"
"2022/23 ","DeAndre Ayton","30,913,750","32,777,478"
"2022/23 ","Shai Gilgeous-Alexander","30,913,750","32,777,478"
"2022/23 ","Michael Porter","30,913,750","32,777,478"
"2022/23 ","Donovan Mitchell","30,913,750","32,777,478"
"2022/23 ","Kevin amor","30,556,968","32,399,186"
"2022/23 ","De'Aaron Fox","30,351,780","32,181,628"
"2022/23 ","Bam Adebayo","30,351,780","32,181,628"
"2022/23 ","Jayson Tatum","30,351,780","32,181,628"
"2022/23 ","Gordon Hayward","30075000","31,888,161"
"2022/23 ","Jaylen Marrón","29,776,785","31,571,968"
"2022/23 ","Jaren Jackson Jr","28,946,605","30,691,738"
"2022/23 ","Chris Paul","28400000","30,112,179"
"2022/23 ","Kyle Lowry","28,333,334","30,041,494"
"2022/23 ","Jalen Brunson","27,733,332","29,405,319"
"2022/23 ","DeMar DeRozan","27300000","28,945,862"
"2022/23 ","Al Horford","26500000","28,097,632"
"2022/23 ","Verde Draymond","25,806,468","27,362,288"
"2022/23 ","Julio Randle","23760000","25,192,443"
"2022/23 ","Juan Collins","23500000","24,916,768"
"2022/23 ","Mike Conley","22,680,000","24,047,332"
"2022/23 ","Malcolm Brogdon","22600000","23,962,508"
"2022/23 ","Anfitrión Simons","22,321,429","23,667,143"
"2022/23 ","Nikola Vučević","22000000","23,326,336"
"2022/23 ","Terry Rozier","21,486,316","22,781,683"
"2022/23 ","Fred Van Vleet","21,250,000","22,531,120"
"2022/23 ","Amigo Hield","21,177,750","22,454,514"
"2022/23 ","Domantas Sabonis","21100000","22,372,076"
"2022/23 ","Beca Jerami","20,955,000","22,218,335"
"2022/23 ","Aarón Gordon","20,690,909","21,938,322"
"2022/23 ","Puentes de Mikal","20100000","21,311,788"
"2022/23 ","Jarrett Allen","20000000","21,205,760"
"2022/23 ","Nicolás Batum","19,700,319","20,888,011"
"2022/23 ","Tim Hardaway Jr","19,602,273","20,784,054"
"2022/23 ","Eric Gordon","19,568,360","20,748,097"
"2022/23 ","Bojan Bogdanović","19,550,000","20,728,630"
"2022/23 ","Bola de Lonzo","19,534,884","20,712,603"
"2022/23 ","Spencer Dinwiddie","19500000","20,675,616"
"2022/23 ","Danilo Gallinari","19,479,000","20,653,350"
"2022/23 ","Caris LeVert","18,796,296","19,929,487"
"2022/23 ","Joe Harris","18,642,857","19,766,797"
"2022/23 ","Harrison Barnes","18,352,273","19,458,694"
"2022/23 ","Clint Capela","18,206,896","19,304,553"
"2022/23 ","Evan Fournier","18000000","19,085,184"
"2022/23 ","Bogdan Bogdanović","18000000","19,085,184"
"2022/23 ","Steven Adams","17,926,829","19,007,601"
"2022/23 ","Jonathan Isaac","17400000","18,449,011"
"2022/23 ","OG Anunoby","17,357,143","18,403,570"
"2022/23 ","Gary Trent Jr","17,280,000","18,321,776"
"2022/23 ","Marcus inteligente","17,207,142","18,244,526"
"2022/23 ","Derrick Blanco","17,142,857","18,176,365"
"2022/23 ","Dejounte Murray","17,071,120","18,100,303"
"2022/23 ","Mitchell Robinson","17,045,454","18,073,090"
"2022/23 ","Duncan Robinson","16,902,000","17,920,987"
"2022/23 ","Norman Powell","16,758,621","17,768,964"
"2022/23 ","Collin Sexton","16700000","17,706,809"
"2022/23 ","Markelle Fultz","16500000","17,494,752"
"2022/23 ","Lauri Markkanen","16,475,454","17,468,726"
"2022/23 ","Marcus Morris","16,372,093","17,359,133"
"2022/23 ","Davis Bertans","16000000","16,964,608"
"2022/23 ","Jusuf Nurkic","15,625,000","16,567,000"
"2022/23 ","Malik Beasley","15,558,035","16,495,997"
"2022/23 ","Luguentz Dort","15,277,778","16,198,844"
"2022/23 ","Será Barton","15,059,712","15,967,631"
"2022/23 ","Tyus Jones","15000000","15,904,320"
"2022/23 ","Jonás Valanciunas","14700000","15,586,233"
"2022/23 ","Derrick Rosa","14,520,730","15,396,155"
"2022/23 ","Kevin Huerter","14,508,929","15,383,643"
"2022/23 ","Madera cristiana","14,317,459","15,180,630"
"2022/23 ","Wendell Carter","14150000","15,003,075"
"2022/23 ","Kentavious Caldwell-Pope","14,004,703","14,849,018"
"2022/23 ","Brook López","13,906,976","14,745,399"
"2022/23 ","Patrick Beverley","13,801,614","14,633,685"
"2022/23 ","Doug McDermott","13750000","14,578,960"
"2022/23 ","Lucas Kennard","13,745,455","14,574,141"
"2022/23 ","Sión Williamson","13,534,817","14,350,804"
"2022/23 ","Jordan Clarkson","13,340,000","14,144,242"
"2022/23 ","Kyle Kuzma","13000000","13,783,744"
"2022/23 ","Gary Harris","13000000","13,783,744"
"2022/23 ","Josh Hart","12,960,000","13,741,332"
"2022/23 ","Dorian Finney-Smith","12,939,848","13,719,965"
"2022/23 ","Kelly Olynyk","12,804,878","13,576,858"
"2022/23 ","Chris Boucher","12,690,000","13,455,054"
"2022/23 ","Kelly Oubre","12600000","13,359,628"
"2022/23 ","Marvin Bagley","12500000","13,253,600"
"2022/23 ","Roberto Covington","12,307,692","13,049,698"
"2022/23 ","Josh Richardson","12,196,094","12,931,372"
"2022/23 ","Ja Morant","12,119,440","12,850,096"
"2022/23 ","Danny Verde","11,710,528","12,416,532"
"2022/23 ","Devonte Graham","11,550,000","12,246,326"
"2022/23 ","Terrence Ross","11500000","12,193,311"
"2022/23 ","Reggie Jackson","11,457,217","12,147,949"
"2022/23 ","Dillon Brooks","11400000","12,087,283"
"2022/23 ","Richaun Holmes","11,215,260","11,891,405"
"2022/23 ","Dwight Powell","11,080,125","11,748,123"
"2022/23 ","Pablo Banchero","11,055,120","11,721,611"
"2022/23 ","Rj Barrett","10,900,634","11,557,811"
"2022/23 ","Bobby Portis","10,843,350","11,497,073"
"2022/23 ","DeAndre Jordán","10,733,758","11,380,873"
"2022/23 ","Antonio Edwards","10,733,400","11,380,495"
"2022/23 ","Robert Williams","10,714,287","11,360,230"
"2022/23 ","Cade Cunningham","10,552,800","11,189,007"
"2022/23 ","P. J. Tucker","10,490,000","11,122,421"
"2022/23 ","Favores de Derrick","10,350,803","10,974,832"
"2022/23 ","Mo Bamba","10,300,000","10,920,966"
"2022/23 ","Talen Horton-Tucker","10,260,000","10,878,554"
"2022/23 ","Jae Crowder","10,183,800","10,797,761"
"2022/23 ","Ivica Zubac","10,123,457","10,733,780"
"2022/23 ","Alec Burks","10,012,800","10,616,451"
"2022/23 ","Reggie Bullock","10,012,800","10,616,451"
"2022/23 ","Chet Holmgren","9,891,240","10,487,563"
"2022/23 ","De'Andre Hunter","9,835,881","10,428,866"
"2022/23 ","Larry Nance Jr","9,672,727","10,255,876"
"2022/23 ","James Wiseman","9,603,360","10,182,327"
"2022/23 ","Landry Shamet","9500000","10,072,736"
"2022/23 ","Monje Malik","9,472,219","10,043,280"
"2022/23 ","Jalen verde","9,441,840","10,011,069"
"2022/23 ","Jacob Poeltl","9,398,148","9,964,743"
"2022/23 ","Nerlens Navidad","9,391,069","9,957,237"
"2022/23 ","Nicolás Claxton","9,350,000","9,913,692"
"2022/23 ","Darío Saric","9,240,000","9,797,061"
"2022/23 ","Royce O'Neale","9200000","9,754,649"
"2022/23 ","Monte Morris","9,125,000","9,675,128"
"2022/23 ","Masón Plumlee","9,080,417","9,627,857"
"2022/23 ","Alex Caruso","9030000","9,574,400"
"2022/23 ","Maxi Kléber","9000000","9,542,592"
"2022/23 ","Grayson Allen","8,925,000","9,463,070"
"2022/23 ","Darío Garland","8,920,794","9,458,610"
"2022/23 ","Jabari Smith","8,882,640","9,418,156"
"2022/23 ","Isaías Hartenstein","8,854,879","9,388,722"
"2022/23 ","Kyle Anderson","8,780,488","9,309,846"
"2022/23 ","Víctor Oladipo","8750000","9,277,520"
"2022/23 ","Daniel Theis","8,694,369","9,218,535"
"2022/23 ","Pelota LaMelo","8,623,920","9,143,838"
"2022/23 ","Seth Curry","8,496,653","9,008,899"
"2022/23 ","Evan Mobley","8,478,720","8,989,885"
"2022/23 ","Gary Payton II","8300000","8,800,390"
"2022/23 ","Dewayne Dedmon","8,283,688","8,783,094"
"2022/23 ","De'Anthony Melton","8250000","8,747,376"
"2022/23 ","JaMychal Verde","8200000","8,694,360"
"2022/23 ","T. J. McConnell","8100000","8,588,332"
"2022/23 ","Keegan Murray","8,008,440","8,491,252"
"2022/23 ","Tadeo Young","8000000","8,482,304"
"2022/23 ","Kevon Looney","8000000","8,482,304"
"2022/23 ","Delon Wright","7,804,878","8,275,418"
"2022/23 ","Patrick Williams","7,775,400","8,244,163"
"2022/23 ","Scottie Barnes","7,644,600","8,105,477"
"2022/23 ","Cedi Osman","7,426,088","7,873,792"
"2022/23 ","Coby Blanco","7,413,955","7,860,927"
"2022/23 ","Zach Collins","7,350,000","7,793,116"
